Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
India,1032.284982591431,1.3704994192799071,59,4054,4305,2020-10-29
India,1516.9341937343354,0.8143782584608386,6659,784752,817679,2020-10-29
India,933.9950511252132,0.2522497954731388,37,12623,14668,2020-10-29
India,577.5122160536854,0.4488535511950786,923,193574,205635,2020-10-29
India,171.66837102130975,0.502235789434378,1076,205108,214242,2020-10-29
India,1233.6929734227726,1.5743073047858942,225,13402,14292,2020-10-29
India,623.6803889737108,1.0834041440617035,1989,159268,183588,2020-10-29
India,526.6970265898357,0.0616712920135676,2,3192,3243,2020-10-29
India,2008.2014130570367,1.709367589879522,6423,338378,375753,2020-10-29
India,2723.4672970843185,1.3819124557301914,597,40168,43201,2020-10-29
India,267.53026765129016,2.168213579278784,3705,153941,170878,2020-10-29
India,580.8147098362216,1.0780321944608924,1766,150660,163817,2020-10-29
India,288.19282993523177,1.424846340100577,306,18402,21476,2020-10-29
India,689.1209379170856,1.5634998506889637,1466,85370,93764,2020-10-29
India,261.6057833730822,0.8745691533615942,883,94787,100964,2020-10-29
India,1208.9646643118954,1.35784497967089,11091,741219,816809,2020-10-29
India,1172.2423792438442,0.341470641649382,1429,325166,418484,2020-10-29
India,2238.1502721581987,1.205408046913178,74,5438,6139,2020-10-29
India,0.0,,0,0,0,2020-10-29
India,199.15775689173364,1.7229513114783028,2929,157381,169999,2020-10-29
India,1353.427679672801,2.6225979019216785,43710,1494809,1666668,2020-10-29
India,583.8828158736167,0.8863774860118553,160,13583,18051,2020-10-29
India,276.32317603832814,0.9351821992905516,87,7890,9303,2020-10-29
India,217.3906026577494,0.0371195248700816,1,2258,2694,2020-10-29
India,395.3424797583672,0.3935237238587812,35,7096,8894,2020-10-29
India,619.3306830518566,0.4517605425306253,1297,272038,287099,2020-10-29
India,2459.141645596664,1.7030580247979057,592,30449,34761,2020-10-29
India,440.3482216951432,3.1402804252337506,4168,124293,132727,2020-10-29
India,238.6925602333152,0.97611920235344,1888,175977,193419,2020-10-29
India,563.9977341575744,1.7210377600821989,67,3558,3893,2020-10-29
India,924.1923053487812,1.5364128311947545,11053,683464,719403,2020-10-29
India,602.5674234196956,0.5607389949702134,1330,217401,237187,2020-10-29
India,735.3600681472515,1.128395786452728,346,28737,30663,2020-10-29
India,,,0,0,0,2020-10-29
India,200.8952100241832,1.4611996359032842,6983,446054,477895,2020-10-29
India,547.2115993286911,1.6388915960107853,1009,57012,61566,2020-10-29
India,367.1263516420751,1.838979250298065,6725,321873,365692,2020-10-29
