,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
3122,India,17.26469657295773,0.0,0,43,72,2020-06-26
3123,India,21.314057168905858,1.2881887022369225,148,5196,11489,2020-06-26
3137,India,10.952219034192574,0.5813953488372093,1,42,172,2020-06-26
3138,India,18.555319918626203,0.13621916149538368,9,4259,6607,2020-06-26
3160,India,6.983978500115456,0.6654428636989445,58,6762,8716,2020-06-26
3192,India,36.68622402075836,1.4117647058823528,6,335,425,2020-06-26
3199,India,8.6458079500735,0.5108055009823183,13,1914,2545,2020-06-26
3216,India,26.47290019554216,0.0,0,41,163,2020-06-26
3219,India,412.80702255078614,3.2263076126359396,2492,47091,77240,2020-06-26
3246,India,65.50039401103231,0.19249278152069296,2,370,1039,2020-06-26
3261,India,47.11737850961258,5.884698454892839,1771,22030,30095,2020-06-26
3266,India,45.68034283090204,1.6376901583359205,211,8016,12884,2020-06-26
3272,India,11.59427291227604,1.0416666666666667,9,502,864,2020-06-26
3293,India,49.697493517718236,1.3457556935817805,91,4080,6762,2020-06-26
3296,India,5.933572797475915,0.5240174672489083,12,1643,2290,2020-06-26
3313,India,16.288576804066082,1.6356201726487958,180,6916,11005,2020-06-26
3315,India,10.857312255544157,0.5675954592363261,22,2008,3876,2020-06-26
3340,India,344.8917018181553,0.10570824524312897,1,358,946,2020-06-26
3355,India,14.993152740312633,4.26629160806376,546,9804,12798,2020-06-26
3361,India,124.05372844814652,4.651589041992604,7106,79815,152765,2020-06-26
3362,India,34.77225788400298,0.0,0,393,1075,2020-06-26
3373,India,1.3960216353650894,2.127659574468085,1,42,47,2020-06-26
3383,India,11.700682028720735,0.0,0,30,145,2020-06-26
3394,India,16.491124352412214,0.0,0,162,371,2020-06-26
3427,India,13.331511503907967,0.2750809061488673,17,4422,6180,2020-06-26
3456,India,35.51362463938107,1.792828685258964,9,187,502,2020-06-26
3460,India,16.445833439637934,2.4611660278394187,122,3201,4957,2020-06-26
3470,India,20.559604038315946,2.2809123649459786,380,13062,16660,2020-06-26
3517,India,12.459235843193273,0.0,0,39,86,2020-06-26
3536,India,95.86431834415028,1.2824636166278038,957,41357,74622,2020-06-26
3540,India,31.37231429972899,1.9191837395740543,237,4766,12349,2020-06-26
3555,India,31.77615009278636,0.07547169811320754,1,1055,1325,2020-06-26
3569,India,,0.0,0,0,8023,2020-06-26
3575,India,8.803917981013543,3.0081650193382035,630,13583,20943,2020-06-26
3576,India,24.22037501495441,1.3577981651376148,37,1822,2725,2020-06-26
3599,India,16.253501944492072,3.804817788758493,616,10535,16190,2020-06-26
