,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
246,India,1116.4503783845998,1.3101374570446735,61,4453,4656,2020-11-23
247,India,1600.5634376299838,0.8053243203772089,6948,842416,862758,2020-11-23
248,India,1024.6692366175982,0.3044991300024857,49,15036,16092,2020-11-23
249,India,594.4948132306088,0.4605965552101737,975,207528,211682,2020-11-23
250,India,184.37030162982632,0.5332603196954289,1227,224073,230094,2020-11-23
251,India,1447.5089190684635,1.5683702069294532,263,15389,16769,2020-11-23
252,India,766.052556116984,1.2177545599276265,2746,200825,225497,2020-11-23
253,India,540.0146819029305,0.06015037593984963,2,3283,3325,2020-11-23
254,India,2855.642282085297,1.593061796648806,8512,488476,534317,2020-11-23
255,India,2956.721828211189,1.443466024178589,677,45083,46901,2020-11-23
256,India,311.40054720662675,1.9487277462430679,3876,181187,198899,2020-11-23
257,India,779.8808793941092,1.0074421607270314,2216,197335,219963,2020-11-23
258,India,466.73658120587135,1.61007446594405,560,27541,34781,2020-11-23
259,India,785.6569594129788,1.535093873656442,1641,99827,106899,2020-11-23
260,India,279.02820411117307,0.8849639699873709,953,104533,107688,2020-11-23
261,India,1294.4349192985014,1.3353076707582714,11678,838150,874555,2020-11-23
262,India,1586.7250365783018,0.36560908956098653,2071,500089,566452,2020-11-23
263,India,2896.5798847201313,1.2712397734424166,101,6985,7945,2020-11-23
264,India,0.0,,0,0,0,2020-11-23
265,India,228.1482677302847,1.6287966314924645,3172,179237,194745,2020-11-23
266,India,1449.0009815563985,2.6145494101249693,46653,1654793,1784361,2020-11-23
267,India,764.9896734480658,1.0063424947145878,238,20374,23650,2020-11-23
268,India,338.52039528204085,0.9651662718259192,110,10392,11397,2020-11-23
269,India,299.3760712176133,0.1347708894878706,5,3203,3710,2020-11-23
270,India,482.3764999255455,0.5621083671212679,61,9347,10852,2020-11-23
271,India,678.7184681169999,0.5266520250835109,1657,306726,314629,2020-11-23
272,India,2597.588186272499,1.6585870690124735,609,35582,36718,2020-11-23
273,India,487.8908469099931,3.1491190490762087,4631,135739,147057,2020-11-23
274,India,305.0225816892242,0.8823957793889177,2181,220871,247168,2020-11-23
275,India,686.1272203879458,2.1114864864864864,100,4406,4736,2020-11-23
276,India,991.2724056765418,1.5061837513073162,11622,747752,771619,2020-11-23
277,India,673.3501119790161,0.5421639017691069,1437,252565,265049,2020-11-23
278,India,779.2471282754016,1.138706798387345,370,31296,32493,2020-11-23
279,India,,,0,0,0,2020-11-23
280,India,222.30828236896983,1.433722933326778,7582,497475,528833,2020-11-23
281,India,636.6803314022808,1.6221800312709405,1162,66172,71632,2020-11-23
282,India,461.72193374347773,1.7550954735409356,8072,426816,459918,2020-11-23
