,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
247,India,1185.748952128833,1.2537917087967645,62,4826,4945,2021-01-01
248,India,1636.7912127535276,0.8056344541339203,7108,871916,882286,2021-01-01
249,India,1064.5938955387537,0.3349482624558885,56,16564,16719,2021-01-01
250,India,607.2142084041304,0.4833241601953647,1045,211910,216211,2021-01-01
251,India,201.71726704389232,0.5549310209221309,1397,245476,251743,2021-01-01
252,India,1704.6577693222025,1.6052258456552562,317,19045,19748,2021-01-01
253,India,949.7649342403923,1.2057587409460788,3371,264769,279575,2021-01-01
254,India,548.6224347272479,0.059206631142687975,2,3365,3378,2021-01-01
255,India,3342.267152842601,1.6847653145582848,10536,609322,625369,2021-01-01
256,India,3219.2907801418437,1.4471468295930756,739,49388,51066,2021-01-01
257,India,383.6367567781508,1.75727846293228,4306,230893,245038,2021-01-01
258,India,930.0757476805632,1.1074049366244163,2905,255853,262325,2021-01-01
259,India,741.7784997359752,1.6896720154856448,934,51728,55277,2021-01-01
260,India,889.0794865915251,1.5565714096766994,1883,116079,120971,2021-01-01
261,India,298.2669718060459,0.8947729622197319,1030,112424,115113,2021-01-01
262,India,1360.9524050005946,1.3148507443208015,12090,896116,919496,2021-01-01
263,India,2131.498242143442,0.4037149131395274,3072,692480,760933,2021-01-01
264,India,3451.1044919774395,1.3416437777308259,127,9144,9466,2021-01-01
265,India,0.0,,0,0,0,2021-01-01
266,India,283.2637438844297,1.4913706465501195,3606,228831,241791,2021-01-01
267,India,1568.983061430336,2.563050175145126,49521,1828546,1932112,2021-01-01
268,India,911.7771211481636,1.259401163615723,355,26678,28188,2021-01-01
269,India,398.8166488946182,1.0352275266254565,139,13139,13427,2021-01-01
270,India,340.20741677990776,0.189753320683112,8,4098,4216,2021-01-01
271,India,530.1607551245836,0.6623627064643246,79,11646,11927,2021-01-01
272,India,711.0592481277748,0.5682283592368205,1873,325432,329621,2021-01-01
273,India,2697.6205871491616,1.6600230777299905,633,37115,38132,2021-01-01
274,India,552.4698559684058,3.20738400932009,5341,157496,166522,2021-01-01
275,India,380.3933990145632,0.8746346226840512,2696,295987,308243,2021-01-01
276,India,853.1679055879672,2.156563083715401,127,5233,5889,2021-01-01
277,India,1050.8744673952956,1.4818817281855812,12122,797391,818014,2021-01-01
278,India,728.6460706030263,0.5383260987047399,1544,279456,286815,2021-01-01
279,India,797.8331783296727,1.1572682457616927,385,32779,33268,2021-01-01
280,India,,,0,0,0,2021-01-01
281,India,246.2986751139664,1.4275424900409963,8364,563278,585902,2021-01-01
282,India,808.1161454530845,1.6597008358996919,1509,84692,90920,2021-01-01
283,India,554.2283535504711,1.7592195093675902,9712,530366,552063,2021-01-01
