Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
India,1070.1714000709774,1.3443871835088506,60,4239.0,4463,2020-11-09
India,1566.4301503246743,0.8055815121293194,6802,816322.0,844359,2020-11-09
India,985.9544158455687,0.2970808576595195,46,13966.0,15484,2020-11-09
India,587.2911813869163,0.4528565348584764,947,201842.0,209117,2020-11-09
India,178.61949693784274,0.5163356765073996,1151,215263.0,222917,2020-11-09
India,1316.30171786481,1.554200275427897,237,14110.0,15249,2020-11-09
India,688.0058795570668,1.2166519358295107,2464,178838.0,202523,2020-11-09
India,531.7317499399081,0.061087354917532,2,3249.0,3274,2020-11-09
India,2370.551274811578,1.591696125820648,7060,396697.0,443552,2020-11-09
India,2850.055161544524,1.431130969497224,647,42678.0,45209,2020-11-09
India,284.17282400806647,2.074288736584613,3765,165452.0,181508,2020-11-09
India,656.7382476646085,1.0360036926864291,1919,166595.0,185231,2020-11-09
India,351.5453327348327,1.4658166965683093,384,20621.0,26197,2020-11-09
India,730.1900881355134,1.552057331508173,1542,92245.0,99352,2020-11-09
India,271.2549646384972,0.8644734831117225,905,99532.0,104688,2020-11-09
India,1256.3887705707853,1.3441715261824825,11410,804485.0,848850,2020-11-09
India,1371.735687864934,0.3500087808503947,1714,408460.0,489702,2020-11-09
India,2527.9905501132016,1.2258436688779926,85,6003.0,6934,2020-11-09
India,0.0,,0,0.0,0,2020-11-09
India,208.72792916362096,1.702887162677922,3034,167084.0,178168,2020-11-09
India,1399.2820434621606,2.6303800920995744,45325,1577322.0,1723135,2020-11-09
India,664.9749558877519,0.963128709018387,198,17259.0,20558,2020-11-09
India,303.8574751018056,0.9188660801564028,94,9112.0,10230,2020-11-09
India,254.67139643201824,0.0633713561470215,2,2656.0,3156,2020-11-09
India,422.41281595949687,0.4840576660002104,46,8513.0,9503,2020-11-09
India,653.1858192237547,0.4759026793882289,1441,289689.0,302793,2020-11-09
India,2539.719371621077,1.6768802228412256,602,34212.0,35900,2020-11-09
India,457.8391302877942,3.1435010398626075,4338,128727.0,137999,2020-11-09
India,263.06544017069456,0.937284501967922,1998,194629.0,213169,2020-11-09
India,616.732174238067,1.855766972046042,79,3910.0,4257,2020-11-09
India,958.4620455882354,1.5228950285425538,11362,715892.0,746079,2020-11-09
India,641.3553815319526,0.5486126240320057,1385,232489.0,252455,2020-11-09
India,758.3588062144078,1.1352855606855987,359,30009.0,31622,2020-11-09
India,,,0,0.0,0,2020-11-09
India,209.85088345528243,1.448520529888882,7231,469003.0,499199,2020-11-09
India,583.7510348099672,1.636798270322944,1075,60453.0,65677,2020-11-09
India,410.826085190055,1.796095508295029,7350,367850.0,409221,2020-11-09
