,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
248,India,1197.4985372965402,1.2414897877452944,62,4932,4994,2021-02-03
249,India,1647.5753205368726,0.8058786238921561,7157,879780,888099,2021-02-03
250,India,1071.5982216652721,0.3327589280408818,56,16764,16829,2021-02-03
251,India,609.9215382666332,0.4986761828018879,1083,214344,217175,2021-02-03
252,India,208.21967474564048,0.5803169423300418,1508,257618,259858,2021-02-03
253,India,1814.0258771676165,1.5988579586009992,336,20493,21015,2021-02-03
254,India,1040.792212834585,1.21356529686327,3718,298337,306370,2021-02-03
255,India,551.8706433401978,0.05885815185403177,2,3392,3398,2021-02-03
256,India,3396.310454396635,1.7095711752200302,10864,623409,635481,2021-02-03
257,India,3381.4342001576038,1.4318207241135017,768,52109,53638,2021-02-03
258,India,410.82847068261833,1.6733611274132452,4391,255059,262406,2021-02-03
259,India,950.6787026782636,1.1277858996926933,3024,264093,268136,2021-02-03
260,India,773.5688151632692,1.7017659508031782,981,56256,57646,2021-02-03
261,India,916.1845377736228,1.5570476259235193,1941,122049,124659,2021-02-03
262,India,307.9213352311093,0.9062681442960644,1077,117309,118839,2021-02-03
263,India,1392.1826612991674,1.2997078448132886,12225,922437,940596,2021-02-03
264,India,2646.284985454815,0.4018168557725183,3796,871548,944709,2021-02-03
265,India,3549.1762338263648,1.3353877760657422,130,9535,9735,2021-02-03
266,India,189.35572490648624,0.0,0,61,122,2021-02-03
267,India,299.54557204389715,1.4924380790726235,3816,249443,255689,2021-02-03
268,India,1651.1257698219424,2.5165915330310944,51169,1943335,2033266,2021-02-03
269,India,940.8240863387076,1.2789658254830505,372,28603,29086,2021-02-03
270,India,409.12344692593064,1.067228110933643,147,13575,13774,2021-02-03
271,India,353.11851419090993,0.2056672760511883,9,4337,4376,2021-02-03
272,India,538.6063444155764,0.726252372699513,88,11963,12117,2021-02-03
273,India,723.2711715296555,0.5684766852977493,1906,332499,335282,2021-02-03
274,India,2769.355279149824,1.6655596995861646,652,38215,39146,2021-02-03
275,India,576.818448184162,3.2370686928063224,5628,166103,173861,2021-02-03
276,India,392.1454463889258,0.8717106298345323,2770,313304,317766,2021-02-03
277,India,883.4467461836348,2.21384060347655,135,5877,6098,2021-02-03
278,India,1078.9469806548757,1.47297306951347,12371,823001,839866,2021-02-03
279,India,749.6964387532856,0.5442204533363154,1606,291510,295101,2021-02-03
280,India,799.8236843354853,1.1723786393211597,391,32948,33351,2021-02-03
281,India,,,0,0,0,2021-02-03
282,India,252.57697884535327,1.4436527710510505,8674,587398,600837,2021-02-03
283,India,855.7658447026885,1.7189268910792368,1655,93629,96281,2021-02-03
284,India,572.8189865960612,1.786775234366374,10195,555190,570581,2021-02-03
