,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
3254,India,81.04815891194045,0.2958579881656805,1,192,338,2020-07-27
3255,India,189.87487485249767,1.064983536722391,1090,49558,102349,2020-07-27
3269,India,78.89418246142208,0.2421307506053269,3,574,1239,2020-07-27
3270,India,94.29596209895465,0.2561353347629259,86,25402,33576,2020-07-27
3292,India,33.04809651890339,0.6134225584327417,253,27530,41244,2020-07-27
3324,India,78.55167966797673,1.5384615384615383,14,575,910,2020-07-27
3331,India,26.31111299541032,0.5681084570690769,44,5172,7745,2020-07-27
3348,India,153.64026739253305,0.21141649048625796,2,564,946,2020-07-27
3351,India,701.2962803222632,2.936312576684779,3853,116372,131219,2020-07-27
3382,India,322.7107959022852,0.7032623559288924,36,3410,5119,2020-07-27
3397,India,89.04315618394104,4.128424236030524,2348,41380,56874,2020-07-27
3402,India,113.90657979885047,1.2357207333395586,397,25046,32127,2020-07-27
3408,India,30.46180498942895,0.6167400881057269,14,1216,2270,2020-07-27
3430,India,135.1577796200589,1.7455138662316476,321,10402,18390,2020-07-27
3433,India,22.498346113748198,1.024991362432339,89,3770,8683,2020-07-27
3450,India,150.17905001586232,1.92480165574336,1953,37685,101465,2020-07-27
3452,India,55.25856523867893,0.3193592538145689,63,10045,19727,2020-07-27
3477,India,476.1401295713645,0.30627871362940273,4,1066,1306,2020-07-27
3493,India,33.492674143834805,2.8682360348385743,820,19791,28589,2020-07-27
3499,India,311.60454843261306,3.6179744242591663,13883,221944,383723,2020-07-27
3500,India,73.94361071891237,0.0,0,1596,2286,2020-07-27
3511,India,21.92050993403055,0.6775067750677507,5,186,738,2020-07-27
3521,India,30.986633786405267,0.0,0,193,384,2020-07-27
3532,India,61.5639008843421,0.36101083032490977,5,569,1385,2020-07-27
3567,India,58.01148986457815,0.5466309683177153,147,17374,26892,2020-07-27
3597,India,203.1775497296861,1.4972144846796658,43,1720,2872,2020-07-27
3600,India,45.681396132817184,2.309535914009732,318,9064,13769,2020-07-27
3610,India,45.5100286749709,1.7110472368349694,631,26123,36878,2020-07-27
3657,India,80.40553363921241,0.18018018018018014,1,174,555,2020-07-27
3676,India,283.546258310518,1.6179162362492978,3571,162249,220716,2020-07-27
3694,India,97.10311828354112,0.4198567547542603,17,2467,4049,2020-07-27
3707,India,,,0,0,0,2020-07-27
3715,India,29.633509537104892,2.065453307420595,1456,42833,70493,2020-07-27
3716,India,56.24459930078221,1.0429835651074588,66,3675,6328,2020-07-27
3739,India,61.06859316142389,2.3195791550221934,1411,39917,60830,2020-07-27
3926,India,137.33548779083728,0.8564716328455946,463,41332,54059,2020-07-27
