Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
India,1474.6928322734727,1.1382113821138211,70,5850.0,6150,2021-05-03
India,2159.407664745705,0.7050723629159601,8207,1003935.0,1163994,2021-05-03
India,1207.163770059435,0.3112142631079228,59,17363.0,18958,2021-05-03
India,739.8817969671671,0.5272347694059594,1389,234237.0,263450,2021-05-03
India,407.8904662171034,0.5541727974037761,2821,398558.0,509047,2021-05-03
India,3901.3425431581054,1.1217806885565094,507,36746.0,45196,2021-05-03
India,2621.602609382974,1.201890369456564,9275,641449.0,771701,2021-05-03
India,1300.582728625163,0.0499500499500499,4,6334.0,8008,2021-05-03
India,6482.785829581247,1.435627198597844,17414,1105983.0,1212989,2021-05-03
India,6183.640661938534,1.3457303645705896,1320,70929.0,98088,2021-05-03
India,950.9929320174743,1.259091702309103,7648,452275.0,607422,2021-05-03
India,1871.224121149772,0.8765131979089494,4626,418425.0,527773,2021-05-03
India,1437.4885516619463,1.5048403207587682,1612,83721.0,107121,2021-05-03
India,1375.9708723593153,1.2931379827902083,2421,150231.0,187219,2021-05-03
India,651.3223264953355,1.222495832852636,3073,188623.0,251371,2021-05-03
India,2436.704485076274,0.9870600976855416,16250,1185299.0,1646303,2021-05-03
India,4663.347268471388,0.3273688137055206,5450,1313109.0,1664789,2021-05-03
India,5218.947898019972,1.03388054488299,148,12884.0,14315,2021-05-03
India,4780.456005835881,0.1948051948051948,6,1868.0,3080,2021-05-03
India,703.4176199301386,0.983461852339157,5905,508775.0,600430,2021-05-03
India,3874.336841607259,1.485027736195725,70851,4041158.0,4771022,2021-05-03
India,1051.998272708306,1.2975432770654614,422,30030.0,32523,2021-05-03
India,524.9932426612331,1.0466760961810466,185,15606.0,17675,2021-05-03
India,529.0322164158148,0.2593044539353264,17,5112.0,6556,2021-05-03
India,642.3537412849297,0.7957926787073559,115,12752.0,14451,2021-05-03
India,1017.1986421531952,0.4396270910386481,2073,404063.0,471536,2021-05-03
India,4397.463959330533,1.3642213642213643,848,50698.0,62160,2021-05-03
India,1300.6773115478184,2.416067666219436,9472,321861.0,392042,2021-05-03
India,803.6843007887842,0.7235350028483817,4712,452164.0,651247,2021-05-03
India,1226.8001060483796,1.7713745866792632,150,6595.0,8468,2021-05-03
India,1577.6516073408725,1.178114495661464,14468,1090338.0,1228064,2021-05-03
India,1177.1566058981882,0.5343565815854161,2476,381365.0,463361,2021-05-03
India,863.2081105205676,1.1112963271656386,400,33869.0,35994,2021-05-03
India,,,0,0.0,0,2021-05-03
India,564.3171440885419,1.0017036485790884,13447,1043134.0,1342413,2021-05-03
India,1751.1819987417848,1.4871360196525278,2930,138657.0,197023,2021-05-03
India,884.349125502866,1.321044302719737,11637,749296.0,880894,2021-05-03
