Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
India,1119.088040361024,1.3070494964645385,61,4464,4667,2020-11-24
India,1602.5762979336014,0.8052389149417197,6956,843863,863843,2020-11-24
India,1027.9803726046796,0.3035183349851338,49,15091,16144,2020-11-24
India,594.9357372849788,0.4607272504118694,976,207649,211839,2020-11-24
India,184.97206480715383,0.5341246290801187,1233,224715,230845,2020-11-24
India,1454.3282407099691,1.572886989553656,265,15455,16848,2020-11-24
India,772.2659874492764,1.217194689564766,2767,201744,227326,2020-11-24
India,540.0146819029305,0.0601503759398496,2,3286,3325,2020-11-24
India,2888.9062762380177,1.5948836443489025,8621,493419,540541,2020-11-24
India,2967.249802994484,1.4425936942296251,679,45168,47068,2020-11-24
India,313.76463564488944,1.942028551611953,3892,182473,200409,2020-11-24
India,788.13837073633,1.0117323160527594,2249,199278,222292,2020-11-24
India,479.4580750957299,1.6009404125500293,572,28007,35729,2020-11-24
India,788.824605036483,1.538246529395323,1651,100322,107330,2020-11-24
India,279.6319257102176,0.8849065520148998,955,104724,107921,2020-11-24
India,1297.2027192642993,1.3343982656816042,11695,840099,876425,2020-11-24
India,1601.9073462854872,0.3663407196015891,2095,505238,571872,2020-11-24
India,2926.839938896565,1.3079222720478323,105,7069,8028,2020-11-24
India,0.0,,0,0,0,2020-11-24
India,230.2171775395824,1.6197566548437492,3183,180349,196511,2020-11-24
India,1453.4177539128243,2.6082802547770703,46683,1658879,1789800,2020-11-24
India,774.3700965051456,1.0025062656641603,240,20525,23940,2020-11-24
India,340.21344279727094,0.9603631918980268,110,10451,11454,2020-11-24
India,302.20037377627006,0.1335113484646194,5,3298,3745,2020-11-24
India,485.8880870518004,0.5580459244350928,61,9397,10931,2020-11-24
India,680.1033921276,0.5300202048396458,1671,307374,315271,2020-11-24
India,2601.1961441541885,1.6562865457314586,609,35671,36769,2020-11-24
India,489.9080078402532,3.1510513662682422,4653,136178,147665,2020-11-24
India,309.11228923922295,0.8783066248273329,2200,223085,250482,2020-11-24
India,692.0670886387704,2.1352313167259784,102,4437,4777,2020-11-24
India,993.27263005624,1.5053493641809883,11639,749662,773176,2020-11-24
India,675.8728027312739,0.5416438006029123,1441,253715,266042,2020-11-24
India,780.0864982778527,1.1374815543531729,370,31368,32528,2020-11-24
India,,,0,0,0,2020-11-24
India,223.240254205092,1.4339516053102344,7615,499507,531050,2020-11-24
India,641.3733068180222,1.6255543237250554,1173,66349,72160,2020-11-24
India,465.280838276722,1.7522434369086637,8121,430462,463463,2020-11-24
