Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
India,1620.4836033340048,1.4205386208937556,96,6401.0,6758,2021-05-20
India,2821.978200889877,0.6442528048006038,9800,1302208.0,1521142,2021-05-20
India,1474.6653524003823,0.3842998402348979,89,20339.0,23159,2021-05-20
India,992.9890547765008,0.7090453483570625,2507,297902.0,353574,2021-05-20
India,541.7030455611007,0.6273251040980999,4241,617397.0,676045,2021-05-20
India,4948.842139609641,1.1616751844551814,666,50592.0,57331,2021-05-20
India,3181.191912782584,1.3129750123608668,12295,842662.0,936423,2021-05-20
India,1599.7427418778543,0.0406091370558375,4,9174.0,9850,2021-05-20
India,7535.438392613682,1.6014043051172029,22579,1347157.0,1409950,2021-05-20
India,8924.633569739954,1.6048937958705063,2272,118487.0,141567,2021-05-20
India,1215.2667069855947,1.2115122001494425,9404,677798.0,776220,2021-05-20
India,2563.275642222932,0.9965918081674884,7205,653407.0,722964,2021-05-20
India,2317.8078772617387,1.5024142842255184,2595,136679.0,172722,2021-05-20
India,1911.2956332057456,1.3158653679770205,3422,206081.0,260057,2021-05-20
India,841.8003776136093,1.450979426502998,4714,293659.0,324884,2021-05-20
India,3456.8252659463537,1.0213553789213898,23854,1776695.0,2335524,2021-05-20
India,6341.720793795018,0.3026556576333759,6852,1938887.0,2263959,2021-05-20
India,6206.956895828853,1.0102790014684289,172,15264.0,17025,2021-05-20
India,8933.86518493225,0.3474635163307852,20,4072.0,5756,2021-05-20
India,881.8464469432121,0.971789540807854,7315,672695.0,752735,2021-05-20
India,4464.235403068807,1.552629511002196,85355,5026308.0,5497448,2021-05-20
India,1355.6005168936567,1.5414350139588155,646,34359.0,41909,2021-05-20
India,799.8015867122502,1.444646637204293,389,20061.0,26927,2021-05-20
India,785.9630548947583,0.3080082135523614,30,7407.0,9740,2021-05-20
India,857.1828625658145,1.2704833022194566,245,14520.0,19284,2021-05-20
India,1414.9069682688885,0.3663673827830199,2403,556501.0,655899,2021-05-20
India,6470.624855858546,1.3874159514568414,1269,71919.0,91465,2021-05-20
India,1736.5599105256422,2.4293926709372724,12716,443666.0,523423,2021-05-20
India,1107.1988490965664,0.8187758932581953,7346,745873.0,897193,2021-05-20
India,1768.052491050357,1.778105539167486,217,8865.0,12204,2021-05-20
India,2228.6430666653973,1.1027758755455948,19131,1452283.0,1734804,2021-05-20
India,1382.6860391702487,0.5622281874755403,3060,495446.0,544263,2021-05-20
India,1063.817541106347,1.0257219504497397,455,37097.0,44359,2021-05-20
India,,,0,0.0,0,2021-05-20
India,694.2622672579524,1.1255018074149423,18588,1516508.0,1651530,2021-05-20
India,2701.48285579642,1.8043034809501877,5484,229813.0,303940,2021-05-20
India,1214.7038113498295,1.148386968803876,13895,1064553.0,1209958,2021-05-20
