,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
234,India,873.7854766,1.427003293,52,3452,3651,2020-09-20
235,India,1146.0799880000002,0.85823988,5359,541319,625514,2020-09-20
236,India,461.64876739999994,0.179310345,13,5408,7385,2020-09-20
237,India,436.57940779999996,0.352518124,562,127338,156680,2020-09-20
238,India,133.64431000000002,0.516224189,864,155155,169024,2020-09-20
239,India,845.5958835000001,1.214781543,123,7138,10082,2020-09-20
240,India,286.1575587,0.788280267,677,47653,86183,2020-09-20
241,India,468.8789133,0.069276065,2,2693,2924,2020-09-20
242,India,1298.166921,2.03582559,4982,209632,246711,2020-09-20
243,India,1766.556344,1.2204696309999998,351,22297,28429,2020-09-20
244,India,190.64259669999998,2.7117140789999996,3319,103648,123175,2020-09-20
245,India,386.2903378,1.027975622,1149,88697,111257,2020-09-20
246,India,159.7969929,0.974135035,120,7565,12129,2020-09-20
247,India,459.5878974,1.5783666219999999,1001,40957,63990,2020-09-20
248,India,181.0128365,0.8803320929999999,617,56944,71352,2020-09-20
249,India,756.8467601,1.5492445430000001,8023,413452,519537,2020-09-20
250,India,366.96650980000004,0.396168085,535,95702,135721,2020-09-20
251,India,1351.858806,1.321467098,49,2691,3753,2020-09-20
252,India,0.0,,0,0,0,2020-09-20
253,India,120.74302920000001,1.885218066,1970,81374,105644,2020-09-20
254,India,964.7346591,2.7117502730000003,32671,884341,1208642,2020-09-20
255,India,282.1890026,0.63044475,57,6767,8894,2020-09-20
256,India,135.3546935,0.789993417,36,2513,4660,2020-09-20
257,India,127.33569820000001,0.0,0,1002,1585,2020-09-20
258,India,239.676934,0.278189911,15,4252,5451,2020-09-20
259,India,378.69690039999995,0.393620051,701,145675,179880,2020-09-20
260,India,1588.633376,2.057356608,462,17556,22926,2020-09-20
261,India,316.93645810000004,2.886034607,2813,72598,97689,2020-09-20
262,India,139.60291999999998,1.168629115,1336,95469,114989,2020-09-20
263,India,351.0317261,1.031778787,28,1975,2472,2020-09-20
264,India,689.193561,1.63119761,8811,486479,541993,2020-09-20
265,India,435.1984512,0.603014489,1042,141930,172608,2020-09-20
266,India,528.3714255,1.084785766,245,15464,22275,2020-09-20
267,India,,,0,0,0,2020-09-20
268,India,146.5079064,1.421164534,5047,283274,354275,2020-09-20
269,India,356.2839385,1.19246601,491,28017,40963,2020-09-20
270,India,222.8305924,1.9363849340000001,4359,195972,225137,2020-09-20
