,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
248,India,1200.1361992729644,1.2387612387612388,62,4932,5005,2021-02-08
249,India,1648.2914164605554,0.8058661654389213,7160,880363,888485,2021-02-08
250,India,1071.7255730493907,0.3327193868457014,56,16770,16831,2021-02-08
251,India,610.0731936738687,0.499472906471972,1085,214473,217229,2021-02-08
252,India,208.87031615707846,0.5819618674953005,1517,258771,260670,2021-02-08
253,India,1824.211699366321,1.6135901197179767,341,20623,21133,2021-02-08
254,India,1045.6161999815806,1.2164137886221125,3744,299856,307790,2021-02-08
255,India,551.8706433401978,0.05885815185403177,2,3396,3398,2021-02-08
256,India,3399.93935093097,1.7105759557344065,10882,624182,636160,2021-02-08
257,India,3400.2836879432625,1.431299479021822,772,52432,53937,2021-02-08
258,India,412.81680996513046,1.667197621323139,4396,257120,263676,2021-02-08
259,India,951.9940866576384,1.1280897704715334,3029,264608,268507,2021-02-08
260,India,777.312799124525,1.6987483815278377,984,56483,57925,2021-02-08
261,India,918.3379488355413,1.5557974262116652,1944,122415,124952,2021-02-08
262,India,308.481008473142,0.9054638612406032,1078,117539,119055,2021-02-08
263,India,1395.5129018997259,1.298091098652378,12239,924654,942846,2021-02-08
264,India,2723.2357658913616,0.3994116315908577,3883,902627,972180,2021-02-08
265,India,3555.738655214026,1.3329232031169898,130,9552,9753,2021-02-08
266,India,239.02280029179408,0.0,0,76,154,2021-02-08
267,India,300.6022858876042,1.489919755564303,3823,250727,256591,2021-02-08
268,India,1661.69955045313,2.5082014399739627,51325,1958971,2046287,2021-02-08
269,India,942.2473229404717,1.2804668726398902,373,28672,29130,2021-02-08
270,India,412.4501367804177,1.0658216909117095,148,13604,13886,2021-02-08
271,India,353.9254577790976,0.2051983584131327,9,4353,4386,2021-02-08
272,India,540.5177146235378,0.7236842105263158,88,11988,12160,2021-02-08
273,India,724.1556245582318,0.5689739403977455,1910,333031,335692,2021-02-08
274,India,2781.523293966504,1.665903657357953,655,38354,39318,2021-02-08
275,India,580.0598400079517,3.233278806666743,5653,167073,174838,2021-02-08
276,India,392.79703528041625,0.8715212979195335,2774,314050,318294,2021-02-08
277,India,885.1852442082663,2.20949263502455,135,5908,6110,2021-02-08
278,India,1082.0237548291705,1.470684265328681,12387,825520,842261,2021-02-08
279,India,751.5509848249353,0.5449057062985285,1612,292415,295831,2021-02-08
280,India,799.8716483356253,1.1723083380805326,391,32955,33353,2021-02-08
281,India,,,0,0,0,2021-02-08
282,India,252.83677072389347,1.4449958849789262,8691,589322,601455,2021-02-08
283,India,858.0323385114273,1.730960470705229,1671,94057,96536,2021-02-08
284,India,573.7315519615672,1.7863829638313882,10209,556649,571490,2021-02-08
