,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
3263,India,357.2833040792642,1.342281879194631,20,648,1490,2020-08-09
3264,India,422.71921546756806,0.8935311155972966,2036,138712,227860,2020-08-09
3278,India,137.22111638770346,0.13921113689095127,3,1482,2155,2020-08-09
3279,India,165.2397999170894,0.24644356442374696,145,42325,58837,2020-08-09
3301,India,63.66269800512542,0.4870926734716995,387,51158,79451,2020-08-09
3333,India,130.7755985681151,1.6501650165016502,25,904,1515,2020-08-09
3340,India,41.26887032514455,0.7902535396773132,96,8809,12148,2020-08-09
3357,India,254.00991353268668,0.1278772378516624,2,1121,1564,2020-08-09
3360,India,777.2305394678039,2.826847834308622,4111,130587,145427,2020-08-09
3391,India,549.2198581560284,0.8608815426997245,75,5995,8712,2020-08-09
3406,India,111.10432849093394,3.73705347706616,2652,54166,70965,2020-08-09
3411,India,147.61728296837987,1.160081662063168,483,34781,41635,2020-08-09
3417,India,45.2364513741696,0.4449718184514981,15,2181,3371,2020-08-09
3439,India,182.98114405658544,1.8958107402498288,472,17003,24897,2020-08-09
3442,India,46.99700585179833,0.975851802844856,177,8838,18138,2020-08-09
3459,India,263.58780348075555,1.7957515147091028,3198,93908,178087,2020-08-09
3461,India,96.1667665235001,0.3145844863243133,108,21832,34331,2020-08-09
3486,India,615.4092945761588,0.5331753554502371,9,1222,1688,2020-08-09
3487,India,0.0,,0,0,0,2020-08-09
3503,India,45.718689302289455,2.552210121716848,996,29020,39025,2020-08-09
3509,India,418.47842102994963,3.44573983373825,17757,351710,515332,2020-08-09
3510,India,121.39561287317508,0.29309885424993337,11,2044,3753,2020-08-09
3521,India,31.544148441653718,0.5649717514124294,6,490,1062,2020-08-09
3531,India,50.0305024676335,0.0,0,298,620,2020-08-09
3542,India,123.61675693816272,0.2876663070837828,8,904,2781,2020-08-09
3577,India,99.07383961811993,0.5922442136433906,272,31785,45927,2020-08-09
3607,India,380.7456729265915,1.6164994425863992,87,3201,5382,2020-08-09
3610,India,79.302956769753,2.4515751160942143,586,15319,23903,2020-08-09
3620,India,64.78496597835965,1.5029430253157323,789,38235,52497,2020-08-09
3667,India,125.46160744424854,0.11547344110854504,1,494,866,2020-08-09
3686,India,381.41850902812257,1.6594757174950572,4927,238638,296901,2020-08-09
3690,India,205.1458216873768,0.7888447201892237,637,57586,80751,2020-08-09
3705,India,148.88025643473034,0.6765463917525774,42,4443,6208,2020-08-09
3718,India,,,0,0,0,2020-08-09
3726,India,51.541783876908255,1.6874780807281684,2069,72650,122609,2020-08-09
3727,India,85.61124849322603,1.2977574750830565,125,6134,9632,2020-08-09
3750,India,95.92879090821468,2.154802520041024,2059,67120,95554,2020-08-09
