,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
249,India,1202.7738612493883,1.2360446570972887,62,4952,5016,2021-02-25
250,India,1650.3321043259743,0.8057689821658414,7168,881806,889585,2021-02-25
251,India,1072.043951509687,0.33262057495842245,56,16777,16836,2021-02-25
252,India,610.789344208037,0.5016460981037686,1091,214770,217484,2021-02-25
253,India,210.2709580132283,0.5864689160042376,1539,260401,262418,2021-02-25
254,India,1863.6601802545251,1.6257526632700323,351,20960,21590,2021-02-25
255,India,1059.578585315491,1.225072138505931,3821,305214,311900,2021-02-25
256,India,553.0075163547303,0.05873715124816446,2,3398,3405,2021-02-25
257,India,3412.9424514729963,1.707660434736992,10905,626519,638593,2021-02-25
258,India,3452.8605200945617,1.4441949206696976,791,53449,54771,2021-02-25
259,India,420.4805271209557,1.6412792148072577,4408,262172,268571,2021-02-25
260,India,958.2200011260536,1.1259402877937417,3043,266166,270263,2021-02-25
261,India,785.0154758046714,1.700883775791039,995,57260,58499,2021-02-25
262,India,927.517506570476,1.5491160925824676,1955,123426,126201,2021-02-25
263,India,310.3984075430687,0.9073834467214824,1087,118241,119795,2021-02-25
264,India,1405.5628279787454,1.29691797699329,12316,931725,949636,2021-02-25
265,India,2937.5416305514905,0.3957333272304579,4150,992372,1048686,2021-02-25
266,India,3577.977972138876,1.3246382718565315,130,9628,9814,2021-02-25
267,India,513.7438110167782,0.3021148036253776,1,244,331,2021-02-25
268,India,305.39381540064363,1.48035338210303,3859,254387,260681,2021-02-25
269,India,1729.5338328619766,2.4411910672305326,51993,2012367,2129821,2021-02-25
270,India,946.2259161681296,1.2750828974806003,373,28840,29253,2021-02-25
271,India,414.67783087940455,1.0600959816632047,148,13793,13961,2021-02-25
272,India,356.5883716201168,0.22629554197782306,10,4382,4419,2021-02-25
273,India,542.2068324817366,0.7460239383505493,91,12094,12198,2021-02-25
274,India,726.8132980489786,0.5683774382353289,1915,334400,336924,2021-02-25
275,India,2806.920487682715,1.6810746780250525,667,38814,39677,2021-02-25
276,India,598.4531627009825,3.2148440531760376,5799,170713,180382,2021-02-25
277,India,394.8147395182702,0.8705056434396382,2785,315936,319929,2021-02-25
278,India,888.5173654221436,2.201206587314528,135,5955,6133,2021-02-25
279,India,1092.0891100089625,1.4684223899418418,12483,833560,850096,2021-02-25
280,India,758.2121078384497,0.5468197672665378,1632,294911,298453,2021-02-25
281,India,801.1666763394064,1.1704133864160209,391,32984,33407,2021-02-25
282,India,,,0,0,0,2021-02-25
283,India,253.58377746849843,1.4460439764468729,8723,592327,603232,2021-02-25
284,India,862.4320029636851,1.7417114118168417,1690,94850,97031,2021-02-25
285,India,576.7533580673685,1.7859007832898173,10260,560887,574500,2021-02-25
