,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
234,India,813.3590385482307,1.474056603773585,50,3035,3392,2020-09-08
235,India,959.297682800784,0.8818512688215295,4560,415765,517094,2020-09-08
236,India,343.9760885041179,0.16660496112550907,9,3723,5402,2020-09-08
237,India,367.407691496055,0.2889400181925197,378,101239,130823,2020-09-08
238,India,120.59462278847826,0.5082988930379663,765,134391,150502,2020-09-08
239,India,550.0343987300523,1.2241054613935969,78,3960,6372,2020-09-08
240,India,170.24598020038638,0.8121483018717325,407,22792,50114,2020-09-08
241,India,425.028097004502,0.07642338555598012,2,2321,2617,2020-09-08
242,India,1053.58250117231,2.3425571309001447,4618,170140,197135,2020-09-08
243,India,1363.5933806146572,1.183541377716135,256,16875,21630,2020-09-08
244,India,167.2146367948384,2.9334107336803865,3133,87352,106804,2020-09-08
245,India,287.39544470118665,1.0535535844261588,854,63315,81059,2020-09-08
246,India,105.0865175648538,0.7661856723279274,60,5445,7831,2020-09-08
247,India,337.52697275971747,1.7746325530756668,815,33251,45925,2020-09-08
248,India,143.2763499603617,0.8969907407407407,496,39362,55296,2020-09-08
249,India,610.0852769530211,1.6206118537567626,6680,308573,412190,2020-09-08
250,India,259.1497015793776,0.4020969572501757,372,68863,92515,2020-09-08
251,India,1130.923952473486,1.1283043197936815,35,2211,3102,2020-09-08
252,India,0.0,,0,0,0,2020-09-08
253,India,90.58568130482836,2.0808814970965948,1609,58509,77323,2020-09-08
254,India,766.3956757435546,2.9039852845814456,27407,672556,943772,2020-09-08
255,India,232.9579546796181,0.5415162454873647,39,5480,7202,2020-09-08
256,India,91.36516064644712,0.552665799739922,17,1716,3076,2020-09-08
257,India,90.61976495347164,0.0,0,745,1123,2020-09-08
258,India,188.69224494875968,0.23557126030624265,10,3739,4245,2020-09-08
259,India,283.4175800010415,0.43308824648734223,569,102185,131382,2020-09-08
260,India,1255.640087100348,1.8986985182263791,337,12581,17749,2020-09-08
261,India,224.10060749389217,2.946096791863443,1990,49327,67547,2020-09-08
262,India,116.15806060687436,1.236640248177974,1164,77872,94126,2020-09-08
263,India,283.66492768572584,0.3575076608784474,7,1413,1958,2020-09-08
264,India,610.1390924173935,1.686949930517539,8012,416715,474940,2020-09-08
265,India,375.0806727541169,0.6204196637813089,916,115072,147642,2020-09-08
266,India,400.9070951706488,0.9630914637793864,161,9653,16717,2020-09-08
267,India,,,0,0,0,2020-09-08
268,India,117.06314529564936,1.4532827239983768,4047,211170,278473,2020-09-08
269,India,231.9289782165947,1.3796275005748448,360,17473,26094,2020-09-08
270,India,187.68929645055343,1.9667729305291084,3677,160025,186956,2020-09-08
