Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
India,1798.1661055640282,1.7202293639151889,129,7359.0,7499,2021-07-14
India,3579.69859151538,0.6766761039584283,13057,1890565.0,1929579,2021-07-14
India,2628.468892514158,0.4723951646115458,195,36903.0,41279,2021-07-14
India,1517.8262927170103,0.9084971311103832,4910,514543.0,540453,2021-07-14
India,579.7839976283319,1.329657116795887,9621,713163.0,723570,2021-07-14
India,5339.010922136295,1.3079820859808249,809,60970.0,61851,2021-07-14
India,3393.155190282343,1.350197283386246,13486,981303.0,998817,2021-07-14
India,1720.0888709876504,0.0377679161552261,4,10565.0,10591,2021-07-14
India,7670.819214574247,1.7432823258999457,25021,1409572.0,1435281,2021-07-14
India,10667.612293144208,1.832579854031853,3101,164326.0,169215,2021-07-14
India,1290.6138064424354,1.2220596691195202,10074,813583.0,824346,2021-07-14
India,2727.854642057428,1.2439838156028922,9571,758958.0,769383,2021-07-14
India,2737.0267265435714,1.7155156352653926,3499,199272.0,203962,2021-07-14
India,2345.615860864657,1.366120218579235,4360,312556.0,319152,2021-07-14
India,897.7547464177544,1.477723036605393,5120,341015.0,346479,2021-07-14
India,4257.656363750843,1.2511006967632128,35989,2806933.0,2876587,2021-07-14
India,8692.880726458394,0.4813570026842307,14938,2970175.0,3103310,2021-07-14
India,7375.797060764376,1.018239335672977,206,19912.0,20231,2021-07-14
India,15576.836517717176,0.4882423276205659,49,9891.0,10036,2021-07-14
India,927.37066340952,1.3274481615575662,10508,780815.0,791594,2021-07-14
India,5019.518455201914,2.044733044966493,126390,5944801.0,6181247,2021-07-14
India,2604.5553275142365,1.6467753753679164,1326,70985.0,80521,2021-07-14
India,1652.651995568374,1.6552839683680804,921,50794.0,55640,2021-07-14
India,2077.960433941984,0.4504679429925051,116,20262.0,25751,2021-07-14
India,1166.7803857856288,1.9657891729208727,516,24716.0,26249,2021-07-14
India,2040.172115422242,0.5070055585572917,4795,920646.0,945749,2021-07-14
India,8439.933160811635,1.485306197716719,1772,116203.0,119302,2021-07-14
India,1983.7483846538776,2.710522486783548,16207,580336.0,597929,2021-07-14
India,1176.3450179963793,0.9386041476085368,8947,943719.0,953224,2021-07-14
India,3301.987248116989,1.390838890838891,317,20196.0,22792,2021-07-14
India,3245.580522218376,1.3282531157959483,33557,2462244.0,2526401,2021-07-14
India,1610.393811079983,0.5904763407188888,3743,619949.0,633895,2021-07-14
India,1735.4574350675357,0.996338008705866,721,67020.0,72365,2021-07-14
India,,,0,0.0,0,2021-07-14
India,717.8263995420433,1.3295970625181175,22704,1683453.0,1707585,2021-07-14
India,3033.6086367813014,2.1540724333224928,7352,333244.0,341307,2021-07-14
India,1520.6491305335203,1.1855750415261554,17958,1482903.0,1514708,2021-07-14
