,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
247,India,1167.5251057462665,1.2528239884986652,61,4712,4869,2020-12-18
248,India,1628.4800476289124,0.8054171422842861,7070,866359,877806,2020-12-18
249,India,1057.7169207963536,0.3311058936849076,55,16322,16611,2020-12-18
250,India,604.5153038420298,0.4696864111498258,1011,210700,215250,2020-12-18
251,India,196.33585359657985,0.5472866255555511,1341,238316,245027,2020-12-18
252,India,1638.2772839764068,1.6070393592918488,305,18139,18979,2020-12-18
253,India,899.9046107499292,1.1940445001472264,3163,244247,264898,2020-12-18
254,India,546.0238678368879,0.0594883997620464,2,3350,3362,2020-12-18
255,India,3285.647815751677,1.6622341507055427,10219,593137,614775,2020-12-18
256,India,3142.5689519306543,1.4403498565668318,718,48170,49849,2020-12-18
257,India,365.20156382414876,1.8091167480483403,4220,216683,233263,2020-12-18
258,India,909.3416088358632,1.0928855218986495,2803,247097,256477,2020-12-18
259,India,692.7712258058458,1.6794188861985473,867,44784,51625,2020-12-18
260,India,865.0759353006545,1.5572830381037344,1833,111628,117705,2020-12-18
261,India,291.7711346867132,0.8951565635934142,1008,109891,112606,2020-12-18
262,India,1342.6390419113886,1.321650977871799,11989,879735,907123,2020-12-18
263,India,1943.6297647557133,0.3973395401122697,2757,632065,693865,2020-12-18
264,India,3373.0845932574766,1.340250756593169,124,8655,9252,2020-12-18
265,India,0.0,,0,0,0,2020-12-18
266,India,268.43108980995726,1.5070047571247762,3453,213801,229130,2020-12-18
267,India,1533.7844959239374,2.5717306581489408,48574,1778722,1888767,2020-12-18
268,India,890.8167275585507,1.2127814088598403,334,25371,27540,2020-12-18
269,India,391.74743295383325,1.0084161043293651,133,12470,13189,2020-12-18
270,India,331.65381474511884,0.170316301703163,7,3943,4110,2020-12-18
271,India,525.9379604790871,0.6169709263015551,73,11205,11832,2020-12-18
272,India,702.1802026018712,0.5618961306277938,1829,320947,325505,2020-12-18
273,India,2664.9367333973805,1.6538359437217944,623,36731,37670,2020-12-18
274,India,538.3630002521784,3.1860479447833856,5170,151119,162270,2020-12-18
275,India,366.55453948961264,0.8749987374970121,2599,281372,297029,2020-12-18
276,India,787.9742296642818,2.261445118587976,123,5012,5439,2020-12-18
277,India,1033.706195969292,1.4856148636052942,11954,782915,804650,2020-12-18
278,India,713.4210094970032,0.5377071596954655,1510,272370,280822,2020-12-18
279,India,794.8594103209897,1.1404779145546706,378,32501,33144,2020-12-18
280,India,,,0,0,0,2020-12-18
281,India,240.53701251320373,1.4250361764150743,8154,546087,572196,2020-12-18
282,India,757.8888650092288,1.6406900514841267,1399,77803,85269,2020-12-18
283,India,534.7843865547378,1.7415218840049185,9277,504353,532695,2020-12-18
