Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
India,1202.2942863445842,1.2365376944555246,62,4944,5014,2021-02-18
India,1649.3896775663086,0.8060044293126467,7166,881292,889077,2021-02-18
India,1072.043951509687,0.3326205749584224,56,16775,16836,2021-02-18
India,610.3961635226112,0.5019692285041225,1091,214639,217344,2021-02-18
India,209.8895475306612,0.5844805338586405,1531,259898,261942,2021-02-18
India,1843.1158948029,1.6298239040839266,348,20854,21352,2021-02-18
India,1053.8373611757563,1.2217530060281745,3790,303415,310210,2021-02-18
India,552.5202850627878,0.0587889476778365,2,3396,3402,2021-02-18
India,3406.806997538657,1.7093239416733992,10896,625496,637445,2021-02-18
India,3430.795902285264,1.4442954006725346,786,53125,54421,2021-02-18
India,416.920303870221,1.6534170493847096,4403,260198,266297,2021-02-18
India,955.1779540794132,1.129154989699523,3042,265549,269405,2021-02-18
India,782.5060671998152,1.7046234051310194,994,57017,58312,2021-02-18
India,923.3503254370028,1.5553114602734928,1954,122992,125634,2021-02-18
India,309.5744441589651,0.9072875951019862,1084,117926,119477,2021-02-18
India,1401.4540511311232,1.297129459476586,12282,928767,946860,2021-02-18
India,2861.198702736063,0.3961105585100133,4046,956935,1021432,2021-02-18
India,3566.6760241934608,1.3288357354594704,130,9605,9783,2021-02-18
India,408.201275822999,0.0,0,167,263,2021-02-18
India,302.9254162114079,1.4866150502370694,3844,252821,258574,2021-02-18
India,1690.310718026943,2.4822725700449677,51669,1987804,2081520,2021-02-18
India,945.3202201488252,1.2763045337895638,373,28769,29225,2021-02-18
India,414.2322920596072,1.0612361967589272,148,13743,13946,2021-02-18
India,355.45865059665414,0.2270147559591373,10,4372,4405,2021-02-18
India,541.8956791920683,0.7464523008776967,91,12071,12191,2021-02-18
India,725.8123560849311,0.5685668430125423,1913,333888,336460,2021-02-18
India,2796.238102582025,1.6697869756615895,660,38667,39526,2021-02-18
India,588.4801598122289,3.2315533104816887,5732,169002,177376,2021-02-18
India,394.0014874737774,0.8716760108998654,2783,315212,319270,2021-02-18
India,887.5032415744416,2.2037218413320274,135,5933,6126,2021-02-18
India,1088.0308512963952,1.4692946464731145,12444,830320,846937,2021-02-18
India,755.2270508053149,0.5459536191712807,1623,293940,297278,2021-02-18
India,800.1834143365355,1.1718515854462626,391,32961,33366,2021-02-18
India,,,0,0,0,2021-02-18
India,253.27185906416705,1.445501170143903,8709,591194,602490,2021-02-18
India,862.200909477304,1.7359929900520592,1684,94772,97005,2021-02-18
India,575.4412316287365,1.7863093233867129,10239,559282,573193,2021-02-18
