,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
3254,India,77.6911345783098,0.0,0,182,324,2020-07-26
3255,India,178.64923642190757,1.081019335811751,1041,46301,96298,2020-07-26
3269,India,73.7364514046221,0.2590673575129533,3,505,1158,2020-07-26
3270,India,90.51019378499849,0.2451284597244632,79,24040,32228,2020-07-26
3292,India,31.39104425430509,0.6228303042679192,244,25815,39176,2020-07-26
3324,India,76.56630754450039,1.4656144306651635,13,572,887,2020-07-26
3331,India,25.30894665149217,0.5771812080536913,43,4944,7450,2020-07-26
3348,India,148.4431336118131,0.2188183807439825,2,550,914,2020-07-26
3351,India,698.0201189444325,2.9301869745647213,3827,114875,130606,2020-07-26
3382,India,306.4460204885737,0.7200164575190291,35,3277,4861,2020-07-26
3397,India,87.39612238456863,4.166815950700442,2326,40365,55822,2020-07-26
3402,India,111.08789984304741,1.2511170688114388,392,24384,31332,2020-07-26
3408,India,29.200391038324838,0.5514705882352942,12,1198,2176,2020-07-26
3430,India,131.70350249001933,1.7410714285714286,312,9928,17920,2020-07-26
3433,India,21.44118554546429,1.027190332326284,85,3704,8275,2020-07-26
3450,India,142.2989607014736,1.9533809716978188,1878,35838,96141,2020-07-26
3452,India,53.292148003541676,0.32063074901445465,61,9300,19025,2020-07-26
3477,India,468.4839712857607,0.311284046692607,4,1063,1285,2020-07-26
3493,India,32.56834241136827,2.91726618705036,811,19132,27800,2020-07-26
3499,India,305.1698170201618,3.633857461036352,13656,213238,375799,2020-07-26
3500,India,72.29395011232248,0.0,0,1554,2235,2020-07-26
3511,India,20.851216766516867,0.7122507122507122,5,135,702,2020-07-26
3521,India,29.130663533573696,0.0,0,193,361,2020-07-26
3532,India,59.5191792665228,0.29873039581777444,4,549,1339,2020-07-26
3567,India,54.76921449396753,0.5514199062586159,140,16793,25389,2020-07-26
3597,India,197.093542321346,1.4357501794687724,40,1645,2786,2020-07-26
3600,India,43.85334403976886,2.3150249659555158,306,8810,13218,2020-07-26
3610,India,44.31421497070152,1.7293714667632067,621,25353,35909,2020-07-26
3657,India,78.95678528535272,0.0,0,148,545,2020-07-26
3676,India,274.56259158782706,1.6348263874267157,3494,156526,213723,2020-07-26
3680,India,137.33548779083728,0.8564716328455946,463,41332,54059,2020-07-26
3695,India,93.529800273107,0.3333333333333333,13,2361,3900,2020-07-26
3715,India,28.160094433086723,2.128739475726996,1426,41641,66988,2020-07-26
3716,India,54.25364003349789,1.0321100917431192,63,3566,6104,2020-07-26
3739,India,58.94830927589163,2.3365918457713137,1372,37751,58718,2020-07-26
3928,India,,0.0,0,0,163,2020-07-26
