Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
India,1736.7805177490673,1.7396106585668922,126,6996.0,7243,2021-06-12
India,3345.0102111382857,0.6589857099597687,11882,1699775.0,1803074,2021-06-12
India,1983.370456261804,0.4590984974958264,143,27818.0,31148,2021-06-12
India,1284.3808776124297,0.8560558021559924,3915,408770.0,457330,2021-06-12
India,574.3016225826929,1.32323559286089,9484,701543.0,716728,2021-06-12
India,5270.3861030857,1.2922562893081762,789,59727.0,61056,2021-06-12
India,3351.325786239413,1.3493102916967392,13311,958111.0,986504,2021-06-12
India,1699.1379254341232,0.0382336073408526,4,10363.0,10462,2021-06-12
India,7647.319570890199,1.7331943050589704,24800,1402474.0,1430884,2021-06-12
India,10215.79196217494,1.7982326224328593,2914,154077.0,162048,2021-06-12
India,1283.599822201762,1.2186137734702989,9991,799012.0,819866,2021-06-12
India,2714.1654303475466,1.169006246717926,8949,751387.0,765522,2021-06-12
India,2661.2211158011555,1.7063934285699878,3384,189527.0,198313,2021-06-12
India,2253.643894895901,1.361214200457869,4174,286180.0,306638,2021-06-12
India,889.5280679758391,1.480320648754457,5082,334256.0,343304,2021-06-12
India,4081.134370531095,1.1891239477116218,32788,2532719.0,2757324,2021-06-12
India,7609.796601028201,0.4039894649854325,10975,2575769.0,2716655,2021-06-12
India,7125.331311135335,1.0079819893573476,197,18601.0,19544,2021-06-12
India,14240.481770631235,0.4686648501362397,43,8517.0,9175,2021-06-12
India,923.0536007553512,1.083120004975194,8534,774600.0,787909,2021-06-12
India,4789.952671998263,1.836603911130701,108333,5631767.0,5898550,2021-06-12
India,1918.8464020416973,1.6166009237719563,959,49653.0,59322,2021-06-12
India,1235.657362826023,1.747554145333045,727,36003.0,41601,2021-06-12
India,1231.9607760860654,0.4061046702037073,62,11545.0,15267,2021-06-12
India,1047.3419730230098,1.90136660724896,448,19481.0,23562,2021-06-12
India,1827.8257292735875,0.3843916002705022,3257,789066.0,847313,2021-06-12
India,7932.272263576179,1.495638834882186,1677,104704.0,112126,2021-06-12
India,1947.3134153510523,2.641294699521422,15503,557380.0,586947,2021-06-12
India,1171.5963171356686,0.9285046177699878,8815,932161.0,949376,2021-06-12
India,2644.9798696416237,1.5391356739880593,281,14193.0,18257,2021-06-12
India,3005.7385885047324,1.2514398182676876,29280,2148352.0,2339705,2021-06-12
India,1529.5914927856124,0.5761606672767647,3469,576487.0,602089,2021-06-12
India,1417.000456137641,1.037470805266899,613,52921.0,59086,2021-06-12
India,,,0,0.0,0,2021-06-12
India,715.5509085411729,1.2768979868074437,21735,1670631.0,1702172,2021-06-12
India,2991.9140389115214,2.0581315207833257,6928,324667.0,336616,2021-06-12
India,1462.988853561198,1.1536616680608232,16812,1424213.0,1457273,2021-06-12
