,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
235,India,1008.7858122560162,1.3786546232469694,58,3945,4207,2020-10-23
236,India,1485.4055662136147,0.8173012074676151,6544,762419,800684,2020-10-23
237,India,900.6926641782206,0.23329798515376454,33,11613,14145,2020-10-23
238,India,572.1031731956144,0.4418066948441159,900,179846,203709,2020-10-23
239,India,168.4263819194893,0.4919218253439647,1034,198532,210196,2020-10-23
240,India,1201.5817373387208,1.5373563218390804,214,13009,13920,2020-10-23
241,India,586.2842970623516,1.0070691853053657,1738,146222,172580,2020-10-23
242,India,522.9615866849432,0.06211180124223601,2,3167,3220,2020-10-23
243,India,1862.0354464627665,1.7763860346035063,6189,316214,348404,2020-10-23
244,India,2635.965327029157,1.3584291966613251,568,38421,41813,2020-10-23
245,India,258.43870370361384,2.22510313743783,3673,147435,165071,2020-10-23
246,India,552.266268321597,1.094597631046769,1705,143978,155765,2020-10-23
247,India,268.9227189375137,1.4221556886227544,285,17135,20040,2020-10-23
248,India,666.984166181598,1.5691114245416078,1424,81486,90752,2020-10-23
249,India,256.63350119039393,0.8703114745822605,862,92128,99045,2020-10-23
250,India,1175.0672553190084,1.3630059944048862,10821,693584,793907,2020-10-23
251,India,1058.3750564399563,0.3390377784953181,1281,280793,377834,2020-10-23
252,India,2129.1411613298387,1.1643835616438356,68,4984,5840,2020-10-23
253,India,0.0,,0,0,0,2020-10-23
254,India,193.6457406670758,1.7272254286301982,2855,150678,165294,2020-10-23
255,India,1325.7170821565865,2.6348447576298097,43015,1445103,1632544,2020-10-23
256,India,542.6736469952726,0.7867914406628121,132,12562,16777,2020-10-23
257,India,261.41247686910964,0.8976252698556982,79,7091,8801,2020-10-23
258,India,192.6174345003889,0.0,0,2189,2387,2020-10-23
259,India,374.98416452007933,0.3319108582266477,28,6570,8436,2020-10-23
260,India,599.4585335415005,0.4368682234145534,1214,259418,277887,2020-10-23
261,India,2404.314834649413,1.7183546166068382,584,29427,33986,2020-10-23
262,India,431.8217355261157,3.1462003580291493,4095,121735,130157,2020-10-23
263,India,225.3041362110049,0.9935914991510104,1814,162981,182570,2020-10-23
264,India,546.1781294051004,1.6710875331564987,63,3465,3770,2020-10-23
265,India,903.4411014918346,1.5439744045503017,10858,659432,703250,2020-10-23
266,India,585.00512616858,0.5658476423738676,1303,209034,230274,2020-10-23
267,India,722.697572110277,1.128256180520989,340,27740,30135,2020-10-23
268,India,,,0,0,0,2020-10-23
269,India,195.92006943757687,1.4654765480839378,6830,430962,466060,2020-10-23
270,India,531.4794658327392,1.637233259749816,979,54161,59796,2020-10-23
271,India,342.76517324892836,1.8651186494291592,6368,298587,341426,2020-10-23
