,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
247,India,1131.3172004335354,1.2929207291225095,61,4566,4718,2020-12-01
248,India,1611.6777658133692,0.8052958909880759,6996,854326,868749,2020-12-01
249,India,1037.6590777976871,0.3313696612665685,54,15456,16296,2020-12-01
250,India,598.1907116736104,0.4605677048610785,981,208531,212998,2020-12-01
251,India,188.42318864836503,0.5392256923181602,1268,228316,235152,2020-12-01
252,India,1513.8030838871514,1.5852198209499917,278,16173,17537,2020-12-01
253,India,812.6549896962014,1.208954287983613,2892,216990,239215,2020-12-01
254,India,541.476375778758,0.0599880023995201,2,3317,3334,2020-12-01
255,India,3069.75786655516,1.6121731258052159,9260,533351,574380,2020-12-01
256,India,3033.8219070133964,1.4337960269304295,690,46068,48124,2020-12-01
257,India,330.7484974848056,1.89532181182162,4004,192368,211257,2020-12-01
258,India,836.7295767668727,1.040691195227058,2456,215797,235997,2020-12-01
259,India,553.237371937968,1.6154461881776505,666,32343,41227,2020-12-01
260,India,813.4308174436585,1.5377943222682011,1702,104068,110678,2020-12-01
261,India,283.28793934219954,0.88629129623532,969,106398,109332,2020-12-01
262,India,1311.7107274272666,1.3305846019135052,11792,850707,886227,2020-12-01
263,India,1704.1078203937243,0.3731361684011197,2270,544864,608357,2020-12-01
264,India,3090.535894622096,1.4037985136251032,119,7565,8477,2020-12-01
265,India,0.0,,0,0,0,2020-12-01
266,India,243.0734721303146,1.576017543436875,3270,189780,207485,2020-12-01
267,India,1485.1090497359344,2.5834059664506084,47246,1691412,1828826,2020-12-01
268,India,816.5173076891974,1.1448718456601827,289,21718,25243,2020-12-01
269,India,352.71823233958366,0.943157894736842,112,11094,11875,2020-12-01
270,India,312.20647426979673,0.15507883173946754,6,3572,3869,2020-12-01
271,India,498.24531769862136,0.5709697564457132,64,10302,11209,2020-12-01
272,India,688.3697921410267,0.5465319975055076,1744,312734,319103,2020-12-01
273,India,2618.952956473879,1.650459211237169,611,35970,37020,2020-12-01
274,India,506.6424810840568,3.156984853544978,4821,140254,152709,2020-12-01
275,India,333.70483361350625,0.862024333419622,2331,240105,270410,2020-12-01
276,India,728.8652968268065,2.186444046909163,110,4637,5031,2020-12-01
277,India,1006.3029935008636,1.496452913819274,11722,760617,783319,2020-12-01
278,India,688.1712377077891,0.5397164089293164,1462,260155,270883,2020-12-01
279,India,785.746250294379,1.1353925039677697,372,31821,32764,2020-12-01
280,India,,,0,0,0,2020-12-01
281,India,229.33359284496171,1.4275632624256478,7788,514087,545545,2020-12-01
282,India,668.9978666515923,1.6447892862836797,1238,69083,75268,2020-12-01
283,India,488.70836893618264,1.7411703803828684,8476,454102,486799,2020-12-01
