,Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
248,India,1198.9372620109534,1.24,62,4932,5000,2021-02-06
249,India,1648.0409684043454,0.8058760623628074,7159,880179,888350,2021-02-06
250,India,1071.6618973573313,0.33273915626856804,56,16767,16830,2021-02-06
251,India,609.9973659702508,0.4990745941565916,1084,214423,217202,2021-02-06
252,India,208.40957870439763,0.582479478652031,1515,257971,260095,2021-02-06
253,India,1820.3272756464762,1.6075493171471926,339,20565,21088,2021-02-06
254,India,1044.0840744863024,1.2152704342761576,3735,299284,307339,2021-02-06
255,India,551.8706433401978,0.05885815185403177,2,3395,3398,2021-02-06
256,India,3398.635299746319,1.7104460337528855,10877,623865,635916,2021-02-06
257,India,3394.0425531914893,1.4302165756528846,770,52299,53838,2021-02-06
258,India,412.0715741395591,1.6694528875379941,4394,256315,263200,2021-02-06
259,India,951.4870788165317,1.1279456260899376,3027,264429,268364,2021-02-06
260,India,776.3197711204643,1.6991927537985514,983,56371,57851,2021-02-06
261,India,917.5882972030644,1.5570684821786145,1944,122275,124850,2021-02-06
262,India,308.2840864065008,0.9052017582934804,1077,117474,118979,2021-02-06
263,India,1394.306614748857,1.298577223042554,12233,923811,942031,2021-02-06
264,India,2695.736737405119,0.39984912138143297,3848,890720,962363,2021-02-06
265,India,3552.457444520196,1.3341543513957308,130,9542,9744,2021-02-06
266,India,234.36651197442143,0.0,0,65,151,2021-02-06
267,India,300.1606216757665,1.4909411663687386,3820,250320,256214,2021-02-06
268,India,1657.729408873691,2.512004028611765,51280,1953926,2041398,2021-02-06
269,India,941.8268212172233,1.2776041487790637,372,28636,29117,2021-02-06
270,India,411.2323306729717,1.0617551462621886,147,13596,13845,2021-02-06
271,India,353.6026803438225,0.2053856686444546,9,4350,4382,2021-02-06
272,India,539.9843089841066,0.724399078037537,88,11975,12148,2021-02-06
273,India,723.8449873969757,0.5689200948895538,1909,332842,335548,2021-02-06
274,India,2778.127568901384,1.6653934300993125,654,38299,39270,2021-02-06
275,India,578.7360781474687,3.2332219285824846,5640,166643,174439,2021-02-06
276,India,392.5798389832528,0.8713747728830182,2772,313819,318118,2021-02-06
277,India,884.8954945374942,2.2102161100196462,135,5898,6108,2021-02-06
278,India,1080.8225924688506,1.4717243969638405,12382,824527,841326,2021-02-06
279,India,750.9158663072471,0.5446899496246376,1610,292032,295581,2021-02-06
280,India,799.8476663355552,1.1723434876469176,391,32950,33352,2021-02-06
281,India,,,0,0,0,2021-02-06
282,India,252.7598420608306,1.4446041059620272,8686,588148,601272,2021-02-06
283,India,857.5168222725769,1.7247455378428245,1664,93877,96478,2021-02-06
284,India,573.4183282057501,1.7861332194167143,10202,556081,571178,2021-02-06
