Country_Region,Incident_Rate,Case_Fatality_Ratio,Deaths,Recovered,Confirmed,record_date
India,28.534706835860693,0.0,0,66,119,2020-07-04
India,32.83466775458829,1.2317080061020396,218,8008,17699,2020-07-04
India,16.49200424334812,0.3861003861003861,1,76,259,2020-07-04
India,29.96036822943913,0.1312335958005249,14,6657,10668,2020-07-04
India,9.375005558897527,0.7606837606837606,89,8686,11700,2020-07-04
India,39.707442469526704,1.3043478260869563,6,395,460,2020-07-04
India,10.738467163136477,0.4428978171464726,14,2549,3161,2020-07-04
India,44.01322670547193,0.0,0,96,271,2020-07-04
India,519.4826850328379,3.090534979423868,3004,68256,97200,2020-07-04
India,106.16233254531129,0.3562945368171021,6,825,1684,2020-07-04
India,55.285225782736,5.45140462165836,1925,25406,35312,2020-07-04
India,58.67108919324487,1.5711868503746675,260,12257,16548,2020-07-04
India,14.036585030371224,1.051625239005736,11,704,1046,2020-07-04
India,60.60418981767296,1.5401406742663108,127,5143,8246,2020-07-04
India,7.09696763855307,0.6206644760861628,17,2035,2739,2020-07-04
India,31.894824311751016,1.554596500997726,335,9244,21549,2020-07-04
India,14.577258250219758,0.4803996925441968,25,3048,5204,2020-07-04
India,366.4018608110424,0.099502487562189,1,826,1005,2020-07-04
India,17.108923473943243,4.094768556559846,598,11234,14604,2020-07-04
India,162.46316321310502,4.33411308381318,8671,108082,200064,2020-07-04
India,42.85882948493391,0.0,0,667,1325,2020-07-04
India,1.8415604551624585,1.6129032258064515,1,43,62,2020-07-04
India,13.233874846277244,0.0,0,130,164,2020-07-04
India,25.025614583310183,0.0,0,228,563,2020-07-04
India,18.55409877752628,0.3953028717590978,34,5934,8601,2020-07-04
India,56.73690629638171,1.4962593516209477,12,331,802,2020-07-04
India,20.267822570657284,2.6518251759698805,162,4306,6109,2020-07-04
India,24.10385270566549,2.288552119598608,447,15640,19532,2020-07-04
India,14.922108044754737,0.0,0,58,103,2020-07-04
India,137.46050664874198,1.35512752217269,1450,60592,107001,2020-07-04
India,56.683057466641294,1.290785227680172,288,11537,22312,2020-07-04
India,37.07617210826242,0.0646830530401035,1,1202,1546,2020-07-04
India,,0.0,0,0,4629,2020-07-04
India,11.162643273066593,2.911049182797319,773,18154,26554,2020-07-04
India,27.49123666835009,1.3579049466537343,42,2502,3093,2020-07-04
India,21.31427422998834,3.46662898591682,736,14166,21231,2020-07-04
