Date,Open,High,Low,Close,Adj Close,Volume
2020-01-15,16354.2001953125,16366.75,16217.099609375,16346.849609375,16346.849609375,35200
2020-01-16,16372.150390625,16423.849609375,16277.25,16381.650390625,16381.650390625,26200
2020-01-17,16396.5,16447.349609375,16310.75,16356.599609375,16356.599609375,20000
2020-01-20,16389.599609375,16465.05078125,16162.5,16207.150390625,16207.150390625,27100
2020-01-21,16190.7998046875,16221.5,16133.599609375,16175.2001953125,16175.2001953125,17500
2020-01-22,16245.9501953125,16404.599609375,16211.7998046875,16334.5498046875,16334.5498046875,26800
2020-01-23,16380.599609375,16501.19921875,16367.75,16474.400390625,16474.400390625,30000
2020-01-24,16410.5,16498.75,16356.9501953125,16472.75,16472.75,21200
2020-01-27,16456.19921875,16483.900390625,16385.650390625,16393.55078125,16393.55078125,13600
2020-01-28,16442.849609375,16448.05078125,16320.599609375,16429.75,16429.75,19700
2020-01-29,16513.19921875,16577.94921875,16452.0,16479.30078125,16479.30078125,22200
2020-01-30,16509.0,16514.099609375,16287.75,16327.900390625,16327.900390625,18900
2020-01-31,16333.150390625,16365.7998046875,16098.4501953125,16144.150390625,16144.150390625,26300
2020-02-03,16282.0,16418.900390625,16034.2998046875,16059.900390625,16059.900390625,29000
2020-02-04,16174.7998046875,16377.4501953125,16155.7998046875,16350.849609375,16350.849609375,25200
2020-02-05,16354.4501953125,16463.599609375,16283.25,16448.55078125,16448.55078125,21900
2020-02-06,16480.75,16621.349609375,16330.650390625,16371.150390625,16371.150390625,24000
2020-02-07,16453.0,16493.25,16382.400390625,16470.150390625,16470.150390625,15700
2020-02-10,16481.5,16522.400390625,16306.25,16431.94921875,16431.94921875,18000
2020-02-11,16482.400390625,16512.099609375,16409.150390625,16452.30078125,16452.30078125,17000
2020-02-12,16462.25,16599.05078125,16419.44921875,16538.099609375,16538.099609375,18600
2020-02-13,16578.75,16696.849609375,16513.75,16673.05078125,16673.05078125,18900
2020-02-14,16682.30078125,16828.19921875,16624.25,16642.75,16642.75,19600
2020-02-17,16707.650390625,16737.650390625,16596.19921875,16647.69921875,16647.69921875,0
2020-02-18,16586.900390625,16773.19921875,16526.400390625,16748.75,16748.75,20800
2020-02-19,16796.400390625,16882.44921875,16754.25,16772.5,16772.5,16900
2020-02-20,16826.30078125,16843.650390625,16623.900390625,16649.400390625,16649.400390625,20300
2020-02-24,16642.75,16749.25,16416.849609375,16461.80078125,16461.80078125,23400
2020-02-25,16490.400390625,16642.400390625,16443.25,16562.5,16562.5,25300
2020-02-26,16497.150390625,16539.25,16297.25,16332.25,16332.25,26800
2020-02-27,16244.9501953125,16258.650390625,16053.7001953125,16123.7998046875,16123.7998046875,24500
2020-02-28,15726.150390625,15788.4501953125,15156.7998046875,15212.9501953125,15212.9501953125,42900
2020-03-02,15355.0498046875,15722.0,15298.0,15427.650390625,15427.650390625,36500
2020-03-03,15615.0498046875,15793.099609375,15495.7001953125,15723.2001953125,15723.2001953125,29600
2020-03-04,15824.900390625,15919.9501953125,15612.75,15864.2998046875,15864.2998046875,32100
2020-03-05,15912.0498046875,16150.599609375,15841.099609375,15871.349609375,15871.349609375,26900
2020-03-06,15607.349609375,15699.9501953125,15443.0,15663.5,15663.5,26000
2020-03-09,15333.5498046875,15371.0,14705.400390625,14854.900390625,14854.900390625,36800
2020-03-11,14524.150390625,14823.7998046875,14356.099609375,14681.400390625,14681.400390625,43300
2020-03-12,14177.400390625,14231.9501953125,13317.650390625,13384.849609375,13384.849609375,42900
2020-03-13,12561.9501953125,13835.349609375,11624.849609375,13539.099609375,13539.099609375,47400
2020-03-16,12963.7001953125,13078.650390625,12355.150390625,12451.349609375,12451.349609375,49500
2020-03-17,12517.5,12677.2001953125,11999.5498046875,12099.25,12099.25,44100
2020-03-18,12287.7998046875,12451.099609375,11643.900390625,11753.0,11753.0,45500
2020-03-19,11183.9501953125,11698.2998046875,10991.25,11340.0,11340.0,52500
2020-03-20,11382.400390625,12710.5498046875,11363.5,12363.4501953125,12363.4501953125,66400
2020-03-23,11328.25,11602.4501953125,11108.650390625,11179.599609375,11179.599609375,44700
2020-03-24,11159.75,12053.7998046875,11159.2998046875,11865.0498046875,11865.0498046875,51300
2020-03-25,11856.900390625,12514.25,11657.25,12233.349609375,12233.349609375,47600
2020-03-26,12496.9501953125,12751.5498046875,12306.349609375,12535.599609375,12535.599609375,47100
2020-03-27,12778.150390625,12949.599609375,12403.849609375,12569.099609375,12569.099609375,43300
2020-03-30,12152.9501953125,12774.599609375,12152.9501953125,12318.7998046875,12318.7998046875,40800
2020-03-31,12681.75,12930.7998046875,12466.599609375,12763.650390625,12763.650390625,38800
2020-04-01,12680.5,12690.599609375,11989.599609375,12045.849609375,12045.849609375,40900
2020-04-03,12129.849609375,12146.9501953125,11621.2001953125,11680.0498046875,11680.0498046875,40600
2020-04-07,12147.0,12647.400390625,12132.2998046875,12588.9501953125,12588.9501953125,39400
2020-04-08,12468.599609375,12897.5,12437.75,12491.5498046875,12491.5498046875,40400
2020-04-09,12810.7998046875,12867.349609375,12648.7998046875,12728.5498046875,12728.5498046875,36100
2020-04-13,12698.849609375,12795.7001953125,12527.150390625,12603.099609375,12603.099609375,28500
2020-04-15,12792.4501953125,12951.400390625,12661.0,12702.599609375,12702.599609375,47900
2020-04-16,12430.2998046875,12605.400390625,12205.900390625,12463.599609375,12463.599609375,69400
2020-04-17,12878.349609375,12992.0498046875,12596.650390625,12649.25,12649.25,46500
2020-04-20,12812.599609375,12937.9501953125,12742.5498046875,12847.650390625,12847.650390625,39200
2020-04-21,12513.650390625,12632.5,12375.7998046875,12408.849609375,12408.849609375,37300
2020-04-22,12393.900390625,12619.4501953125,12322.9501953125,12571.2998046875,12571.2998046875,27600
2020-04-23,12639.7998046875,13199.75,12596.599609375,13128.2001953125,13128.2001953125,39800
2020-04-24,13001.900390625,13101.400390625,12792.900390625,12816.2001953125,12816.2001953125,32500
2020-04-27,12957.349609375,13248.9501953125,12928.0498046875,13121.150390625,13121.150390625,40200
2020-04-28,13301.9501953125,13317.2001953125,13067.75,13133.650390625,13133.650390625,38800
2020-04-29,13250.599609375,13470.7998046875,13144.7998046875,13424.9501953125,13424.9501953125,37600
2020-04-30,13841.599609375,14212.099609375,13750.25,14108.400390625,14108.400390625,61200
2020-05-04,13646.099609375,13700.25,13424.349609375,13454.25,13454.25,48700
2020-05-05,13637.7998046875,13667.849609375,13351.4501953125,13388.0498046875,13388.0498046875,35400
2020-05-06,13437.2998046875,13580.0498046875,13262.25,13394.7001953125,13394.7001953125,39800
2020-05-07,13408.0,13489.5498046875,13268.400390625,13292.7001953125,13292.7001953125,48600
2020-05-08,13509.4501953125,13530.849609375,13324.0,13403.599609375,13403.599609375,0
2020-05-11,13521.599609375,13763.7998046875,13489.25,13593.5498046875,13593.5498046875,29800
2020-05-12,13537.150390625,13733.5,13480.75,13687.75,13687.75,32000
2020-05-13,13960.349609375,13960.349609375,13612.7998046875,13776.9501953125,13776.9501953125,26700
2020-05-14,13396.0498046875,13483.7001953125,13246.7998046875,13293.75,13293.75,40100
2020-05-15,13375.4501953125,13375.7998046875,13108.400390625,13196.349609375,13196.349609375,30500
2020-05-18,13278.25,13408.7998046875,13109.9501953125,13314.400390625,13314.400390625,35400
2020-05-19,13272.349609375,13524.2001953125,13197.599609375,13446.599609375,13446.599609375,28300
2020-05-20,13443.5,13556.900390625,13362.5498046875,13517.400390625,13517.400390625,27900
2020-05-21,13495.400390625,13732.0,13468.5,13647.900390625,13647.900390625,28500
2020-05-22,13622.25,13902.7998046875,13571.650390625,13842.650390625,13842.650390625,37800
2020-05-26,13860.849609375,13930.849609375,13522.9501953125,13574.9501953125,13574.9501953125,28700
2020-05-27,13667.150390625,14017.0498046875,13488.099609375,13952.900390625,13952.900390625,40500
2020-05-28,13964.900390625,14068.2998046875,13759.150390625,14028.599609375,14028.599609375,41100
2020-05-29,13893.400390625,14080.5498046875,13762.9501953125,14010.5,14010.5,86600
2020-06-01,14155.650390625,14431.349609375,14140.849609375,14307.099609375,14307.099609375,45100
