Date,Open,High,Low,Close,Adj Close,Volume
2019-09-17,27765.099609375,27851.400390625,27047.94921875,27131.75,27131.75,0
2019-09-18,27304.69921875,27414.44921875,27088.80078125,27172.650390625,27172.650390625,0
2019-09-19,27175.44921875,27175.44921875,26643.0,26757.650390625,26757.650390625,0
2019-09-20,26878.650390625,29418.94921875,26727.55078125,28981.55078125,28981.55078125,0
2019-09-23,30039.400390625,30801.30078125,29776.30078125,30566.19921875,30566.19921875,0
2019-09-24,30432.0,30668.099609375,29889.55078125,30183.099609375,30183.099609375,0
2019-09-25,30029.05078125,30067.599609375,29470.099609375,29586.05078125,29586.05078125,0
2019-09-26,29640.55078125,30718.349609375,29627.0,30002.599609375,30002.599609375,0
2019-09-27,29974.94921875,30112.650390625,29711.349609375,29876.650390625,29876.650390625,0
2019-09-30,29674.80078125,29754.400390625,28943.44921875,29103.150390625,29103.150390625,0
2019-10-01,29226.150390625,29526.400390625,28077.349609375,28725.5,28725.5,1187300
2019-10-03,28606.69921875,28769.099609375,28240.80078125,28414.099609375,28414.099609375,0
2019-10-04,28681.900390625,28730.30078125,27653.69921875,27731.849609375,27731.849609375,0
2019-10-07,27909.900390625,28185.150390625,27568.349609375,27767.55078125,27767.55078125,0
2019-10-09,27901.650390625,28857.69921875,27702.05078125,28785.849609375,28785.849609375,0
2019-10-10,28542.94921875,28552.75,27914.150390625,28013.44921875,28013.44921875,0
2019-10-11,28245.55078125,28604.05078125,27736.80078125,28042.5,28042.5,0
2019-10-14,28238.5,28553.400390625,28043.25,28181.94921875,28181.94921875,0
2019-10-15,28257.849609375,28694.849609375,28186.25,28555.099609375,28555.099609375,0
2019-10-16,28689.44921875,28759.349609375,28305.400390625,28538.80078125,28538.80078125,0
2019-10-17,28596.349609375,29049.05078125,28487.94921875,28989.44921875,28989.44921875,0
2019-10-18,28954.80078125,29249.5,28864.099609375,29120.25,29120.25,0
2019-10-22,29416.25,29690.0,29231.19921875,29411.150390625,29411.150390625,0
2019-10-23,29478.849609375,29643.80078125,29214.05078125,29459.599609375,29459.599609375,0
2019-10-24,29604.349609375,29693.25,28994.19921875,29107.94921875,29107.94921875,0
2019-10-25,29228.650390625,29452.099609375,28923.80078125,29395.94921875,29395.94921875,0
2019-10-29,29527.599609375,29997.650390625,29385.44921875,29873.05078125,29873.05078125,0
2019-10-30,30005.69921875,30151.099609375,29753.0,29987.5,29987.5,0
2019-10-31,30168.650390625,30415.650390625,29987.150390625,30066.25,30066.25,0
2019-11-01,30196.150390625,30409.0,30028.900390625,30330.55078125,30330.55078125,0
2019-11-04,30415.900390625,30607.05078125,30227.25,30333.099609375,30333.099609375,0
2019-11-05,30403.25,30452.69921875,30091.349609375,30219.849609375,30219.849609375,0
2019-11-06,30225.19921875,30699.0,30013.650390625,30609.599609375,30609.599609375,0
2019-11-07,30722.599609375,30821.349609375,30462.55078125,30633.150390625,30633.150390625,364800
2019-11-08,30571.30078125,31108.400390625,30504.05078125,30749.400390625,30749.400390625,0
2019-11-11,30664.650390625,31205.19921875,30625.80078125,31115.55078125,31115.55078125,0
2019-11-13,31084.75,31198.5,30488.099609375,30541.55078125,30541.55078125,0
2019-11-14,30615.80078125,30789.19921875,30338.349609375,30749.94921875,30749.94921875,0
2019-11-15,30912.400390625,31165.44921875,30860.69921875,31008.400390625,31008.400390625,0
2019-11-18,31036.80078125,31203.55078125,30901.849609375,30992.099609375,30992.099609375,0
2019-11-19,31045.150390625,31298.05078125,30974.30078125,31236.25,31236.25,0
2019-11-20,31292.349609375,31471.650390625,31205.55078125,31353.849609375,31353.849609375,0
2019-11-21,31413.25,31463.150390625,31243.0,31349.94921875,31349.94921875,0
2019-11-22,31389.599609375,31394.19921875,31055.19921875,31111.599609375,31111.599609375,0
2019-11-25,31065.099609375,31591.599609375,31049.75,31555.900390625,31555.900390625,0
2019-11-26,31692.849609375,31850.349609375,31465.849609375,31718.349609375,31718.349609375,0
2019-11-27,31832.75,31916.80078125,31734.5,31875.94921875,31875.94921875,0
2019-11-28,31981.69921875,32157.05078125,31905.900390625,32122.94921875,32122.94921875,498300
2019-11-29,32074.150390625,32086.94921875,31770.80078125,31946.099609375,31946.099609375,0
2019-12-02,32008.30078125,32024.099609375,31720.599609375,31871.44921875,31871.44921875,0
2019-12-03,31920.099609375,31936.599609375,31502.94921875,31613.349609375,31613.349609375,0
2019-12-04,31549.30078125,32017.75,31444.0,31979.30078125,31979.30078125,516800
