Open,High,Low,Close,Adj Close,Volume
11217.5498046875,11342.25,11152.5498046875,11303.2998046875,11303.2998046875,696500
11351.349609375,11356.599609375,11082.150390625,11251.0,11251.0,797700
11306.0498046875,11389.5,11244.599609375,11269.0,11269.0,1352500
10942.650390625,11035.099609375,10827.400390625,10989.4501953125,10989.4501953125,1811000
10742.0498046875,10751.5498046875,10294.4501953125,10451.4501953125,10451.4501953125,1565500
10334.2998046875,10545.099609375,10334.0,10458.400390625,10458.400390625,1218500
10039.9501953125,10040.75,9508.0,9590.150390625,9590.150390625,1343500
9107.599609375,10159.400390625,8555.150390625,9955.2001953125,9955.2001953125,1388000
9587.7998046875,9602.2001953125,9165.099609375,9197.400390625,9197.400390625,897700
9285.400390625,9403.7998046875,8915.599609375,8967.0498046875,8967.0498046875,935600
9088.4501953125,9127.5498046875,8407.0498046875,8468.7998046875,8468.7998046875,1516600
8063.2998046875,8575.4501953125,7832.5498046875,8263.4501953125,8263.4501953125,925700
8284.4501953125,8883.0,8178.2001953125,8745.4501953125,8745.4501953125,1071500
7945.7001953125,8159.25,7583.60009765625,7610.25,7610.25,653500
7848.2998046875,8036.9501953125,7511.10009765625,7801.0498046875,7801.0498046875,738400
7735.14990234375,8376.75,7714.75,8317.849609375,8317.849609375,736900
8451.0,8749.0498046875,8304.900390625,8641.4501953125,8641.4501953125,865600
8949.099609375,9038.900390625,8522.900390625,8660.25,8660.25,801500
8385.9501953125,8576.0,8244.0,8281.099609375,8281.099609375,593300
8529.349609375,8678.2998046875,8358.0,8597.75,8597.75,712700
8584.099609375,8588.099609375,8198.349609375,8253.7998046875,8253.7998046875,506300
8356.5498046875,8356.5498046875,8055.7998046875,8083.7998046875,8083.7998046875,697000
8446.2998046875,8819.400390625,8360.9501953125,8792.2001953125,8792.2001953125,814200
8688.900390625,9131.7001953125,8653.900390625,8748.75,8748.75,896500
8973.0498046875,9128.349609375,8904.5498046875,9111.900390625,9111.900390625,742100
9103.9501953125,9112.0498046875,8912.400390625,8993.849609375,8993.849609375,644000
9196.400390625,9261.2001953125,8874.099609375,8925.2998046875,8925.2998046875,879100
8851.25,9053.75,8821.900390625,8992.7998046875,8992.7998046875,719400
9323.4501953125,9324.0,9091.349609375,9266.75,9266.75,684200
9390.2001953125,9390.849609375,9230.7998046875,9261.849609375,9261.849609375,726400
9016.9501953125,9044.400390625,8909.400390625,8981.4501953125,8981.4501953125,655100
9026.75,9209.75,8946.25,9187.2998046875,9187.2998046875,734400
9232.349609375,9343.599609375,9170.150390625,9313.900390625,9313.900390625,666700
9163.900390625,9296.900390625,9141.2998046875,9154.400390625,9154.400390625,659400
9259.7001953125,9377.099609375,9250.349609375,9282.2998046875,9282.2998046875,512800
9389.7998046875,9404.400390625,9260.0,9380.900390625,9380.900390625,614500
9408.599609375,9599.849609375,9392.349609375,9553.349609375,9553.349609375,653000
9753.5,9889.0498046875,9731.5,9859.900390625,9859.900390625,931200
9533.5,9533.5,9266.9501953125,9293.5,9293.5,687500
9429.400390625,9450.900390625,9190.75,9205.599609375,9205.599609375,725200
9226.7998046875,9346.900390625,9116.5,9270.900390625,9270.900390625,722200
9234.0498046875,9277.849609375,9175.900390625,9199.0498046875,9199.0498046875,708700
9376.9501953125,9382.650390625,9238.2001953125,9251.5,9251.5,609100
9348.150390625,9439.900390625,9219.9501953125,9239.2001953125,9239.2001953125,704600
9168.849609375,9240.849609375,9043.9501953125,9196.5498046875,9196.5498046875,805500
9584.2001953125,9584.5,9351.099609375,9383.5498046875,9383.5498046875,846400
9213.9501953125,9281.099609375,9119.75,9142.75,9142.75,602600
9182.400390625,9182.400390625,9050.0,9136.849609375,9136.849609375,575900
9158.2998046875,9158.2998046875,8806.75,8823.25,8823.25,773000
8961.7001953125,9030.349609375,8855.2998046875,8879.099609375,8879.099609375,762200
8889.150390625,9093.7998046875,8875.349609375,9066.5498046875,9066.5498046875,622300
9079.4501953125,9178.5498046875,9056.099609375,9106.25,9106.25,631500
9067.900390625,9149.599609375,8968.5498046875,9039.25,9039.25,675800
9099.75,9161.650390625,8996.650390625,9029.0498046875,9029.0498046875,655000
9082.2001953125,9334.0,9004.25,9314.9501953125,9314.9501953125,763500
9364.9501953125,9511.25,9336.5,9490.099609375,9490.099609375,837900
9422.2001953125,9598.849609375,9376.900390625,9580.2998046875,9580.2998046875,967000
9726.849609375,9931.599609375,9706.9501953125,9826.150390625,9826.150390625,794200
9880.849609375,9995.599609375,9824.0498046875,9979.099609375,9979.099609375,770200
10108.2998046875,10176.2001953125,10035.5498046875,10061.5498046875,10061.5498046875,794700
10054.25,10123.849609375,9944.25,10029.099609375,10029.099609375,775100
10093.7998046875,10177.7998046875,10040.75,10142.150390625,10142.150390625,987100
10326.75,10328.5,10120.25,10167.4501953125,10167.4501953125,936500
10181.150390625,10291.150390625,10021.4501953125,10046.650390625,10046.650390625,754200
10072.599609375,10148.75,10036.849609375,10116.150390625,10116.150390625,632400
10094.099609375,10112.0498046875,9885.0498046875,9902.0,9902.0,715500
9544.9501953125,9996.0498046875,9544.349609375,9972.900390625,9972.900390625,796300
9919.349609375,9943.349609375,9726.349609375,9813.7001953125,9813.7001953125,716100
10014.7998046875,10046.150390625,9728.5,9914.0,9914.0,899900
9876.7001953125,10003.599609375,9833.7998046875,9881.150390625,9881.150390625,685400
9863.25,10111.2001953125,9845.0498046875,10091.650390625,10091.650390625,622900
10119.0,10272.400390625,10072.650390625,10244.400390625,10244.400390625,892100
10318.75,10393.650390625,10277.599609375,10311.2001953125,10311.2001953125,685400
10347.9501953125,10484.7001953125,10301.75,10471.0,10471.0,669200
10529.25,10553.150390625,10281.9501953125,10305.2998046875,10305.2998046875,854800
10235.5498046875,10361.7998046875,10194.5,10288.900390625,10288.900390625,994200
10378.900390625,10409.849609375,10311.25,10383.0,10383.0,671900
10311.9501953125,10337.9501953125,10223.599609375,10312.400390625,10312.400390625,574500
10382.599609375,10401.0498046875,10267.349609375,10302.099609375,10302.099609375,556200
10323.7998046875,10447.0498046875,10299.599609375,10430.0498046875,10430.0498046875,573600
10493.0498046875,10598.2001953125,10485.5498046875,10551.7001953125,10551.7001953125,597400
10614.9501953125,10631.2998046875,10562.650390625,10607.349609375,10607.349609375,525200
10723.849609375,10811.400390625,10695.099609375,10763.650390625,10763.650390625,571200
10802.849609375,10813.7998046875,10689.7001953125,10799.650390625,10799.650390625,636800
10818.650390625,10847.849609375,10676.5498046875,10705.75,10705.75,767900
10755.5498046875,10836.849609375,10733.0,10813.4501953125,10813.4501953125,618700
10764.099609375,10819.400390625,10713.0,10768.0498046875,10768.0498046875,590700
10851.849609375,10894.0498046875,10756.0498046875,10802.7001953125,10802.7001953125,554100
10750.849609375,10755.650390625,10562.900390625,10607.349609375,10607.349609375,532400
10701.0,10827.4501953125,10577.75,10618.2001953125,10618.2001953125,715900
10706.2001953125,10755.2998046875,10595.2001953125,10739.9501953125,10739.9501953125,694400
10752.0,10933.4501953125,10749.650390625,10901.7001953125,10901.7001953125,676900
10999.4501953125,11037.900390625,10953.0,11022.2001953125,11022.2001953125,554300
11126.099609375,11179.5498046875,11113.25,11162.25,11162.25,772000
11231.2001953125,11238.099609375,11056.5498046875,11132.599609375,11132.599609375,765100
11135.0,11239.7998046875,11103.150390625,11215.4501953125,11215.4501953125,621600
11149.9501953125,11225.400390625,11090.2998046875,11194.150390625,11194.150390625,678900
11225.0,11225.0,11087.849609375,11131.7998046875,11131.7998046875,588100
11154.099609375,11317.75,11151.400390625,11300.5498046875,11300.5498046875,683900
11276.900390625,11341.400390625,11149.75,11202.849609375,11202.849609375,600700
11254.2998046875,11299.9501953125,11084.9501953125,11102.150390625,11102.150390625,677800
11139.5,11150.400390625,11026.650390625,11073.4501953125,11073.4501953125,642600
11057.5498046875,11058.0498046875,10882.25,10891.599609375,10891.599609375,680900
10946.650390625,11112.25,10908.099609375,11095.25,11095.25,625700
11155.75,11225.650390625,11064.0498046875,11101.650390625,11101.650390625,667600
11185.7001953125,11256.7998046875,11127.2998046875,11200.150390625,11200.150390625,600400
11186.650390625,11231.900390625,11142.0498046875,11214.0498046875,11214.0498046875,452600
11270.25,11337.2998046875,11238.0,11270.150390625,11270.150390625,492000
11322.25,11373.599609375,11299.150390625,11322.5,11322.5,586100
11289.0,11322.0,11242.650390625,11308.400390625,11308.400390625,609900
11334.849609375,11359.2998046875,11269.9501953125,11300.4501953125,11300.4501953125,562400
11353.2998046875,11366.25,11111.4501953125,11178.400390625,11178.400390625,645100
11248.900390625,11267.099609375,11144.5,11247.099609375,11247.099609375,634000
11259.7998046875,11401.7001953125,11253.150390625,11385.349609375,11385.349609375,579200
11452.150390625,11460.349609375,11394.099609375,11408.400390625,11408.400390625,626200
11317.4501953125,11361.4501953125,11289.7998046875,11312.2001953125,11312.2001953125,791600
11409.650390625,11418.5,11362.2001953125,11371.599609375,11371.599609375,668700
11412.0,11497.25,11410.650390625,11466.4501953125,11466.4501953125,532900
11513.099609375,11525.900390625,11423.349609375,11472.25,11472.25,638200
11512.849609375,11561.75,11461.849609375,11549.599609375,11549.599609375,743400
11609.2998046875,11617.349609375,11540.599609375,11559.25,11559.25,719800
11602.9501953125,11686.0498046875,11589.400390625,11647.599609375,11647.599609375,807000
11777.5498046875,11794.25,11325.849609375,11387.5,11387.5,1371800
11464.2998046875,11553.5498046875,11366.900390625,11470.25,11470.25,783800
11478.5498046875,11554.75,11430.400390625,11535.0,11535.0,593500
11566.2001953125,11584.9501953125,11507.650390625,11527.4501953125,11527.4501953125,607100
11354.400390625,11452.0498046875,11303.650390625,11333.849609375,11333.849609375,681300
11359.599609375,11381.150390625,11251.7001953125,11355.0498046875,11355.0498046875,560300
11378.5498046875,11437.25,11290.4501953125,11317.349609375,11317.349609375,572200
11218.599609375,11298.150390625,11185.150390625,11278.0,11278.0,728900
11363.2998046875,11464.0498046875,11327.400390625,11449.25,11449.25,679400
11447.7998046875,11493.5,11419.900390625,11464.4501953125,11464.4501953125,554800
11540.150390625,11568.900390625,11383.5498046875,11440.0498046875,11440.0498046875,642300
11487.2001953125,11535.9501953125,11442.25,11521.7998046875,11521.7998046875,506700
11538.4501953125,11618.099609375,11516.75,11604.5498046875,11604.5498046875,527800
11539.400390625,11587.2001953125,11498.5,11516.099609375,11516.099609375,0
11584.099609375,11584.099609375,11446.099609375,11504.9501953125,11504.9501953125,764200
11503.7998046875,11535.25,11218.5,11250.5498046875,11250.5498046875,602900
11301.75,11302.2001953125,11084.650390625,11153.650390625,11153.650390625,672200
11258.75,11259.5498046875,11024.400390625,11131.849609375,11131.849609375,714900
11011.0,11015.2998046875,10790.2001953125,10805.5498046875,10805.5498046875,706100
10910.400390625,11072.599609375,10854.849609375,11050.25,11050.25,559600
11140.849609375,11239.349609375,11099.849609375,11227.5498046875,11227.5498046875,472800
11288.599609375,11305.400390625,11181.0,11222.400390625,11222.400390625,498300
11244.4501953125,11295.400390625,11184.5498046875,11247.5498046875,11247.5498046875,499300
11364.4501953125,11428.599609375,11347.0498046875,11416.9501953125,11416.9501953125,447700
11487.7998046875,11578.0498046875,11452.2998046875,11503.349609375,11503.349609375,530600
11603.4501953125,11680.2998046875,11564.2998046875,11662.400390625,11662.400390625,561400
11679.25,11763.0498046875,11629.349609375,11738.849609375,11738.849609375,513400
11835.400390625,11905.7001953125,11791.150390625,11834.599609375,11834.599609375,608800
11852.0498046875,11938.599609375,11805.2001953125,11914.2001953125,11914.2001953125,611100
11973.5498046875,12022.0498046875,11867.2001953125,11930.9501953125,11930.9501953125,522600
11934.650390625,11988.2001953125,11888.900390625,11934.5,11934.5,458300
11917.400390625,11997.2001953125,11822.150390625,11971.0498046875,11971.0498046875,569200
12023.4501953125,12025.4501953125,11661.2998046875,11680.349609375,11680.349609375,608900
11727.400390625,11789.75,11667.849609375,11762.4501953125,11762.4501953125,555800
11879.2001953125,11898.25,11820.400390625,11873.0498046875,11873.0498046875,541400
11861.0,11949.25,11837.25,11896.7998046875,11896.7998046875,453600
11958.5498046875,12018.650390625,11775.75,11937.650390625,11937.650390625,623700
11890.0,11939.5498046875,11823.4501953125,11896.4501953125,11896.4501953125,544900
11957.900390625,11974.5498046875,11908.75,11930.349609375,11930.349609375,502300
11937.400390625,11942.849609375,11711.7001953125,11767.75,11767.75,519800
11807.099609375,11899.0498046875,11723.0,11889.400390625,11889.400390625,616300
11922.599609375,11929.400390625,11684.849609375,11729.599609375,11729.599609375,704000
11633.2998046875,11744.150390625,11606.4501953125,11670.7998046875,11670.7998046875,555000
11678.4501953125,11748.9501953125,11535.4501953125,11642.400390625,11642.400390625,553700
11697.349609375,11725.650390625,11557.400390625,11669.150390625,11669.150390625,568400
11734.4501953125,11836.2001953125,11723.2998046875,11813.5,11813.5,674300
11783.349609375,11929.650390625,11756.400390625,11908.5,11908.5,667300
12062.400390625,12131.099609375,12027.599609375,12120.2998046875,12120.2998046875,632500
12156.650390625,12280.400390625,12131.849609375,12263.5498046875,12263.5498046875,576800
12399.400390625,12474.0498046875,12367.349609375,12461.0498046875,12461.0498046875,553400
12556.400390625,12643.900390625,12475.25,12631.099609375,12631.099609375,847500
12680.599609375,12769.75,12571.099609375,12749.150390625,12749.150390625,880500
12702.150390625,12741.150390625,12624.849609375,12690.7998046875,12690.7998046875,622000
12659.7001953125,12735.9501953125,12607.7001953125,12719.9501953125,12719.9501953125,513900
12932.5,12934.0498046875,12797.099609375,12874.2001953125,12874.2001953125,707700
12860.099609375,12948.849609375,12819.349609375,12938.25,12938.25,731300
12839.5,12963.0,12745.75,12771.7001953125,12771.7001953125,768800
12813.400390625,12892.4501953125,12730.25,12859.0498046875,12859.0498046875,664000
12960.2998046875,12968.849609375,12825.7001953125,12926.4501953125,12926.4501953125,633100
13002.599609375,13079.099609375,12978.0,13055.150390625,13055.150390625,571900
13130.0,13145.849609375,12833.650390625,12858.400390625,12858.400390625,679000
12906.4501953125,13018.0,12790.400390625,12987.0,12987.0,549800
13012.0498046875,13035.2998046875,12914.2998046875,12968.9501953125,12968.9501953125,1162400
13062.2001953125,13128.400390625,12962.7998046875,13109.0498046875,13109.0498046875,583600
13121.400390625,13128.5,12983.5498046875,13113.75,13113.75,717700
13215.2998046875,13216.599609375,13107.900390625,13133.900390625,13133.900390625,713700
13177.400390625,13280.0498046875,13152.849609375,13258.5498046875,13258.5498046875,640500
13264.849609375,13366.650390625,13241.9501953125,13355.75,13355.75,591700
13393.849609375,13435.4501953125,13311.0498046875,13392.9501953125,13392.9501953125,543200
13458.099609375,13548.900390625,13449.599609375,13529.099609375,13529.099609375,502600
13488.5,13503.5498046875,13399.2998046875,13478.2998046875,13478.2998046875,553400
13512.2998046875,13579.349609375,13402.849609375,13513.849609375,13513.849609375,787700
13571.4501953125,13597.5,13472.4501953125,13558.150390625,13558.150390625,558400
13547.2001953125,13589.650390625,13447.0498046875,13567.849609375,13567.849609375,497600
13663.099609375,13692.349609375,13606.4501953125,13682.7001953125,13682.7001953125,462200
13713.5498046875,13773.25,13673.5498046875,13740.7001953125,13740.7001953125,416000
13764.400390625,13772.849609375,13658.599609375,13760.5498046875,13760.5498046875,519400
13741.900390625,13777.5,13131.4501953125,13328.400390625,13328.400390625,687300
13373.650390625,13492.0498046875,13192.900390625,13466.2998046875,13466.2998046875,696200
13473.5,13619.4501953125,13432.2001953125,13601.099609375,13601.099609375,458700
13672.150390625,13771.75,13626.900390625,13749.25,13749.25,471400
13815.150390625,13885.2998046875,13811.5498046875,13873.2001953125,13873.2001953125,403600
13910.349609375,13967.599609375,13859.900390625,13932.599609375,13932.599609375,439600
13980.900390625,13997.0,13864.9501953125,13981.9501953125,13981.9501953125,380700
13970.0,14024.849609375,13936.4501953125,13981.75,13981.75,452400
14104.349609375,14147.9501953125,13953.75,14132.900390625,14132.900390625,495000
14075.150390625,14215.599609375,14048.150390625,14199.5,14199.5,492500
14240.9501953125,14244.150390625,14039.900390625,14146.25,14146.25,632300
14253.75,14256.25,14123.099609375,14137.349609375,14137.349609375,559200
14258.400390625,14367.2998046875,14221.650390625,14347.25,14347.25,613500
14474.0498046875,14498.2001953125,14383.099609375,14484.75,14484.75,672900
14473.7998046875,14590.650390625,14432.849609375,14563.4501953125,14563.4501953125,929600
14639.7998046875,14653.349609375,14435.7001953125,14564.849609375,14564.849609375,874000
14550.0498046875,14617.7998046875,14471.5,14595.599609375,14595.599609375,620200
14594.349609375,14617.4501953125,14357.849609375,14433.7001953125,14433.7001953125,789600
14453.2998046875,14459.150390625,14222.7998046875,14281.2998046875,14281.2998046875,762000
14371.650390625,14546.0498046875,14350.849609375,14521.150390625,14521.150390625,546100
14538.2998046875,14666.4501953125,14517.5498046875,14644.7001953125,14644.7001953125,623100
14730.9501953125,14753.5498046875,14517.25,14590.349609375,14590.349609375,704600
14583.400390625,14619.900390625,14357.75,14371.900390625,14371.900390625,776800
14477.7998046875,14491.099609375,14218.599609375,14238.900390625,14238.900390625,618600
14237.9501953125,14237.9501953125,13929.2998046875,13967.5,13967.5,660700
13810.400390625,13898.25,13713.25,13817.5498046875,13817.5498046875,637900
13946.599609375,13966.849609375,13596.75,13634.599609375,13634.599609375,753200
13758.599609375,14336.349609375,13661.75,14281.2001953125,14281.2001953125,870500
14481.099609375,14731.7001953125,14469.150390625,14647.849609375,14647.849609375,915000
14754.900390625,14868.849609375,14574.150390625,14789.9501953125,14789.9501953125,869500
14789.0498046875,14913.7001953125,14714.75,14895.650390625,14895.650390625,884700
14952.599609375,15014.650390625,14864.75,14924.25,14924.25,935600
15064.2998046875,15159.900390625,15041.0498046875,15115.7998046875,15115.7998046875,671200
15164.150390625,15257.099609375,15064.2998046875,15109.2998046875,15109.2998046875,713300
15119.0498046875,15168.25,14977.2001953125,15106.5,15106.5,624800
15073.25,15188.5,15065.400390625,15173.2998046875,15173.2998046875,500100
15186.2001953125,15243.5,15081.0,15163.2998046875,15163.2998046875,571800
15270.2998046875,15340.150390625,15243.400390625,15314.7001953125,15314.7001953125,456000
15371.4501953125,15431.75,15242.2001953125,15313.4501953125,15313.4501953125,648500
15279.900390625,15314.2998046875,15170.75,15208.900390625,15208.900390625,504800
15238.7001953125,15250.75,15078.0498046875,15118.9501953125,15118.9501953125,770600
15074.7998046875,15144.0498046875,14898.2001953125,14981.75,14981.75,712200
14999.0498046875,15010.099609375,14635.0498046875,14675.7001953125,14675.7001953125,609900
14782.25,14854.5,14651.849609375,14707.7998046875,14707.7998046875,744100
14729.150390625,15008.7998046875,14504.5,14982.0,14982.0,403800
15079.849609375,15176.5,15065.349609375,15097.349609375,15097.349609375,803900
14888.599609375,14919.4501953125,14467.75,14529.150390625,14529.150390625,1103600
14702.5,14806.7998046875,14638.5498046875,14761.5498046875,14761.5498046875,507300
14865.2998046875,14959.099609375,14760.7998046875,14919.099609375,14919.099609375,621700
15064.400390625,15273.150390625,14995.7998046875,15245.599609375,15245.599609375,544200
15026.75,15202.349609375,14980.2001953125,15080.75,15080.75,534900
14977.9501953125,15092.349609375,14862.099609375,14938.099609375,14938.099609375,640700
15002.4501953125,15111.150390625,14919.900390625,14956.2001953125,14956.2001953125,0
15049.900390625,15126.849609375,14925.4501953125,15098.400390625,15098.400390625,675300
15202.150390625,15218.4501953125,15100.849609375,15174.7998046875,15174.7998046875,404600
15321.150390625,15336.2998046875,14953.599609375,15030.9501953125,15030.9501953125,493200
15048.400390625,15048.400390625,14745.849609375,14929.5,14929.5,467500
14996.099609375,15051.599609375,14890.650390625,14910.4501953125,14910.4501953125,100
